S,H0+H6+H7+H10+H11+H12+H13+H14+H18+H19+H20
S566142,H11
S566143,H11
S566144,H11
S566145,H11
S566146,H11
S566147,H11
S566148,H11
S566149,H11
S567140,H11
S567141,H11
S567142,H11
S567143,H11
S567144,H11
S567145,H11
S567146,H11
S567147,H11
S567148,H11
S567149,H11
S568140,H11
S568141,H11
S568142,H11
S568143,H11
S568144,H11
S568145,H11
S568146,H11
S568147,H11
S568148,H11
S568149,H11
S569140,H6+H11
S569141,H11
S569142,H11
S569143,H11
S569144,H11
S569145,H11
S569146,H11
S569147,H11
S569148,H11
S569149,H11
S5615,H11
S5714,H6+H11
S570140,H6+H11
S570141,H6+H11
S570142,H11
S570143,H11
S570144,H11
S570145,H11
S570146,H11
S570147,H11
S570148,H11
S570149,H11
S571141,H6+H11
S571142,H6+H11
S571143,H11
S571144,H11
S571145,H11
S571146,H11
S571147,H11
S571148,H11
S571149,H11
S572142,H6+H11
S572143,H6+H11
S572144,H11
S572145,H11
S572146,H11
S572147,H11
S572148,H11
S572149,H11
S573143,H6+H11
S573144,H11
S573145,H11
S573146,H11
S573147,H11
S573148,H11
S573149,H11
S574143,H6+H11
S574144,H6+H11
S574145,H11
S574146,H11
S574147,H11
S574148,H11
S574149,H11
S575144,H6+H11
S575145,H11
S575146,H11
S575147,H11
S575148,H11
S575149,H11
S576144,H6+H11
S576145,H6+H11
S576146,H11
S576147,H11
S576148,H11
S576149,H11
S577145,H6+H11
S577146,H11
S577147,H11
S577148,H11
S577149,H11
S578145,H6+H11
S578146,H11
S578147,H11
S578148,H11
S578149,H11
S579144,H6+H11
S579145,H6+H11
S579146,H11
S579147,H11
S579148,H11
S579149,H11
S5715,H11
S51T,H11
S51U,H11
S51W,H6+H11
S5813,H6+H11
S584139,H6+H11
S585139,H6+H11
S586138,H6+H11
S586139,H6+H11
S587137,H6+H11
S587138,H6+H11
S587139,H11
S588136,H6+H11
S588137,H6+H11
S588138,H11
S588139,H11
S589135,H6+H11
S589136,H6+H11
S589137,H11
S589138,H11
S589139,H11
S5913,H6+H11
S590135,H6+H11
S590136,H11
S590137,H11
S590138,H11
S590139,H11
S591133,H6+H11
S591134,H6+H11
S591135,H6+H11
S591136,H11
S591137,H11
S591138,H11
S591139,H11
S592132,H6+H11
S592133,H6+H11
S592134,H11
S592135,H11
S592136,H11
S592137,H11
S592138,H11
S592139,H11
S593132,H6+H11
S593133,H11
S593134,H11
S593135,H11
S593136,H11
S593137,H11
S593138,H11
S593139,H11
S594131,H6+H11
S594132,H6+H11
S594133,H11
S594134,H11
S594135,H11
S594136,H11
S594137,H11
S594138,H11
S594139,H11
S595131,H6+H11
S595132,H11
S595133,H11
S595134,H11
S595135,H11
S595136,H11
S595137,H11
S595138,H11
S595139,H11
S596130,H6+H11
S596131,H6+H11
S596132,H11
S596133,H11
S596134,H11
S596135,H11
S596136,H11
S596137,H11
S596138,H11
S596139,H11
S597130,H6+H11
S597131,H11
S597132,H11
S597133,H11
S597134,H11
S597135,H11
S597136,H11
S597137,H11
S597138,H11
S597139,H11
S598130,H6+H11
S598131,H11
S598132,H11
S598133,H11
S598134,H11
S598135,H11
S598136,H11
S598137,H11
S598138,H11
S598139,H11
S599130,H6+H11
S599131,H11
S599132,H11
S599133,H11
S599134,H11
S599135,H11
S599136,H11
S599137,H11
S599138,H11
S599139,H11
S51X,H6+H11
S5814,H6+H11
S580143,H6+H11
S580144,H6+H11
S580145,H11
S580146,H11
S580147,H11
S580148,H11
S580149,H11
S581142,H6+H11
S581143,H6+H11
S581144,H11
S581145,H11
S581146,H11
S581147,H11
S581148,H11
S581149,H11
S582141,H6+H11
S582142,H6+H11
S582143,H11
S582144,H11
S582145,H11
S582146,H11
S582147,H11
S582148,H11
S582149,H11
S583140,H6+H11
S583141,H6+H11
S583142,H11
S583143,H11
S583144,H11
S583145,H11
S583146,H11
S583147,H11
S583148,H11
S583149,H11
S584140,H6+H11
S584141,H11
S584142,H11
S584143,H11
S584144,H11
S584145,H11
S584146,H11
S584147,H11
S584148,H11
S584149,H11
S585140,H11
S585141,H11
S585142,H11
S585143,H11
S585144,H11
S585145,H11
S585146,H11
S585147,H11
S585148,H11
S585149,H11
S586140,H11
S586141,H11
S586142,H11
S586143,H11
S586144,H11
S586145,H11
S586146,H11
S586147,H11
S586148,H11
S586149,H11
S587140,H11
S587141,H11
S587142,H11
S587143,H11
S587144,H11
S587145,H11
S587146,H11
S587147,H11
S587148,H11
S587149,H11
S588140,H11
S588141,H11
S588142,H11
S588143,H11
S588144,H11
S588145,H11
S588146,H11
S588147,H11
S588148,H11
S588149,H11
S589140,H11
S589141,H11
S589142,H11
S589143,H11
S589144,H11
S589145,H11
S589146,H11
S589147,H11
S589148,H11
S589149,H11
S5815,H11
S5914,H11
S5915,H11
S51Y,H11
S51Z,H11
S52,H11
S53,H11
S54,H11
S55,H11
S56,H11
S57,H11+H14
S57SW,H11
S57NW,H11+H14
S57SE,H11
S57NE,H11+H14
S57A,H11
S57B,H11
S57C,H11
S57D,H11+H14
S5076,H11
S5077,H11+H14
S500770,H11
S500771,H11
S500772,H11
S500773,H11
S500774,H11
S500775,H11
S500776,H11
S500777,H11
S500778,H11+H14
S500779,H11+H14
S501770,H11
S501771,H11
S501772,H11
S501773,H11
S501774,H11
S501775,H11
S501776,H11
S501777,H11
S501778,H11
S501779,H11
S502770,H11
S502771,H11
S502772,H11
S502773,H11
S502774,H11
S502775,H11
S502776,H11
S502777,H11
S502778,H11
S502779,H11
S503770,H11
S503771,H11
S503772,H11
S503773,H11
S503774,H11
S503775,H11
S503776,H11
S503777,H11
S503778,H11
S503779,H11
S504770,H11
S504771,H11
S504772,H11
S504773,H11
S504774,H11
S504775,H11
S504776,H11
S504777,H11
S504778,H11
S504779,H11
S505770,H11
S505771,H11
S505772,H11
S505773,H11
S505774,H11
S505775,H11
S505776,H11
S505777,H11
S505778,H11
S505779,H11
S506770,H11
S506771,H11
S506772,H11
S506773,H11
S506774,H11
S506775,H11
S506776,H11
S506777,H11
S506778,H11
S506779,H11
S507770,H11
S507771,H11
S507772,H11
S507773,H11
S507774,H11
S507775,H11
S507776,H11
S507777,H11
S507778,H11
S507779,H11
S508770,H11
S508771,H11
S508772,H11
S508773,H11
S508774,H11
S508775,H11
S508776,H11
S508777,H11
S508778,H11
S508779,H11
S509770,H11
S509771,H11
S509772,H11
S509773,H11
S509774,H11
S509775,H11
S509776,H11
S509777,H11
S509778,H11
S509779,H11
S5176,H11
S5177,H11
S57E,H11+H14
S5078,H11+H14
S500780,H11+H14
S501780,H11+H14
S501781,H11+H14
S501782,H11+H14
S502780,H11
S502781,H11
S502782,H11+H14
S502783,H11+H14
S503780,H11
S503781,H11
S503782,H11
S503783,H11+H14
S503784,H11+H14
S503785,H11+H14
S504780,H11
S504781,H11
S504782,H11
S504783,H11
S504784,H11
S504785,H11+H14
S504786,H11+H14
S505780,H11
S505781,H11
S505782,H11
S505783,H11
S505784,H11
S505785,H11
S505786,H11+H14
S505787,H11+H14
S505788,H11+H14
S506780,H11
S506781,H11
S506782,H11
S506783,H11
S506784,H11
S506785,H11
S506786,H11
S506787,H11
S506788,H11+H14
S506789,H11+H14
S507780,H11
S507781,H11
S507782,H11
S507783,H11
S507784,H11
S507785,H11
S507786,H11
S507787,H11
S507788,H11
S507789,H11
S508780,H11
S508781,H11
S508782,H11
S508783,H11
S508784,H11
S508785,H11
S508786,H11
S508787,H11
S508788,H11
S508789,H11
S509780,H11
S509781,H11
S509782,H11
S509783,H11
S509784,H11
S509785,H11
S509786,H11
S509787,H11
S509788,H11
S509789,H11
S5079,H11+H14
S506790,H11+H14
S507790,H11+H14
S507791,H11+H14
S507792,H11+H14
S508790,H11
S508791,H11
S508792,H11+H14
S509790,H11
S509791,H11
S509792,H11+H14
S509793,H11+H14
S509794,H11+H14
S509795,H11+H14
S509796,H11+H14
S509797,H11+H14
S509798,H11+H14
S5178,H11
S5179,H11+H14
S510790,H11
S510791,H11
S510792,H11
S510793,H11+H14
S510794,H11
S510795,H11
S510796,H11
S510797,H11
S510798,H11+H14
S510799,H11+H14
S511790,H11
S511791,H11
S511792,H11
S511793,H11
S511794,H11
S511795,H11
S511796,H11
S511797,H11
S511798,H11
S511799,H11
S512790,H11
S512791,H11
S512792,H11
S512793,H11
S512794,H11
S512795,H11
S512796,H11
S512797,H11
S512798,H11
S512799,H11
S513790,H11
S513791,H11
S513792,H11
S513793,H11
S513794,H11
S513795,H11
S513796,H11
S513797,H11
S513798,H11
S513799,H11
S514790,H11
S514791,H11
S514792,H11
S514793,H11
S514794,H11
S514795,H11
S514796,H11
S514797,H11
S514798,H11
S514799,H11
S515790,H11
S515791,H11
S515792,H11
S515793,H11
S515794,H11
S515795,H11
S515796,H11
S515797,H11
S515798,H11
S515799,H11
S516790,H11
S516791,H11
S516792,H11
S516793,H11
S516794,H11
S516795,H11
S516796,H11
S516797,H11
S516798,H11
S516799,H11
S517790,H11
S517791,H11
S517792,H11
S517793,H11
S517794,H11
S517795,H11
S517796,H11
S517797,H11
S517798,H11
S517799,H11
S518790,H11
S518791,H11
S518792,H11
S518793,H11
S518794,H11
S518795,H11
S518796,H11
S518797,H11
S518798,H11
S518799,H11
S519790,H11
S519791,H11
S519792,H11
S519793,H11
S519794,H11
S519795,H11
S519796,H11
S519797,H11
S519798,H11
S519799,H11
S57F,H11
S57G,H11
S57H,H11
S57I,H11
S57J,H11
S57K,H11
S57L,H11
S57M,H11
S57N,H11
S57P,H11
S57Q,H11
S57R,H11
S57S,H11
S57T,H11+H14
S5676,H11
S5677,H11
S5776,H11
S5777,H11+H14
S570770,H11
S570771,H11
S570772,H11
S570773,H11
S570774,H11
S570775,H11
S570776,H11
S570777,H11
S570778,H11
S570779,H11
S571770,H11
S571771,H11
S571772,H11
S571773,H11
S571774,H11
S571775,H11
S571776,H11
S571777,H11
S571778,H11
S571779,H11
S572770,H11
S572771,H11
S572772,H11
S572773,H11
S572774,H11
S572775,H11
S572776,H11
S572777,H11
S572778,H11
S572779,H11
S573770,H11
S573771,H11
S573772,H11
S573773,H11
S573774,H11
S573775,H11
S573776,H11
S573777,H11
S573778,H11
S573779,H11
S574770,H11
S574771,H11
S574772,H11
S574773,H11
S574774,H11
S574775,H11
S574776,H11
S574777,H11
S574778,H11
S574779,H11
S575770,H11
S575771,H11
S575772,H11
S575773,H11
S575774,H11
S575775,H11
S575776,H11
S575777,H11
S575778,H11
S575779,H11
S576770,H11
S576771,H11
S576772,H11
S576773,H11
S576774,H11
S576775,H11
S576776,H11
S576777,H11
S576778,H11
S576779,H11
S577770,H11
S577771,H11
S577772,H11
S577773,H11
S577774,H11
S577775,H11
S577776,H11
S577777,H11
S577778,H11
S577779,H11
S578770,H11
S578771,H11
S578772,H11
S578773,H11
S578774,H11
S578775,H11
S578776,H11
S578777,H11+H14
S578778,H11+H14
S578779,H11+H14
S579770,H11
S579771,H11
S579772,H11
S579773,H11
S579774,H11
S579775,H11
S579776,H11
S579777,H11+H14
S579778,H11+H14
S579779,H11+H14
S57U,H11+H14
S5678,H11
S5679,H11
S5778,H11+H14
S570780,H11
S570781,H11
S570782,H11
S570783,H11
S570784,H11
S570785,H11
S570786,H11
S570787,H11
S570788,H11
S570789,H11
S571780,H11
S571781,H11
S571782,H11
S571783,H11
S571784,H11
S571785,H11
S571786,H11
S571787,H11
S571788,H11
S571789,H11
S572780,H11
S572781,H11
S572782,H11
S572783,H11
S572784,H11
S572785,H11
S572786,H11
S572787,H11
S572788,H11
S572789,H11
S573780,H11
S573781,H11
S573782,H11
S573783,H11
S573784,H11
S573785,H11
S573786,H11
S573787,H11
S573788,H11
S573789,H11
S574780,H11
S574781,H11
S574782,H11
S574783,H11
S574784,H11
S574785,H11
S574786,H11
S574787,H11
S574788,H11
S574789,H11
S575780,H11
S575781,H11
S575782,H11
S575783,H11
S575784,H11
S575785,H11
S575786,H11
S575787,H11
S575788,H11
S575789,H11
S576780,H11
S576781,H11
S576782,H11
S576783,H11
S576784,H11
S576785,H11
S576786,H11
S576787,H11
S576788,H11
S576789,H11
S577780,H11
S577781,H11
S577782,H11
S577783,H11
S577784,H11
S577785,H11
S577786,H11
S577787,H11
S577788,H11
S577789,H11
S578780,H11+H14
S578781,H11+H14
S578782,H11
S578783,H11
S578784,H11
S578785,H11
S578786,H11
S578787,H11
S578788,H11
S578789,H11
S579781,H11+H14
S579782,H11+H14
S579783,H11+H14
S579784,H11+H14
S579785,H11+H14
S579786,H11
S579787,H11
S579788,H11
S579789,H11+H14
S5779,H11+H14
S570790,H11
S570791,H11
S570792,H11
S570793,H11
S570794,H11
S570795,H11
S570796,H11
S570797,H11
S570798,H11
S570799,H11
S571790,H11
S571791,H11
S571792,H11
S571793,H11
S571794,H11
S571795,H11
S571796,H11
S571797,H11
S571798,H11
S571799,H11
S572790,H11
S572791,H11
S572792,H11
S572793,H11
S572794,H11
S572795,H11
S572796,H11
S572797,H11
S572798,H11
S572799,H11
S573790,H11
S573791,H11
S573792,H11
S573793,H11
S573794,H11
S573795,H11
S573796,H11
S573797,H11
S573798,H11
S573799,H11
S574790,H11
S574791,H11
S574792,H11
S574793,H11
S574794,H11
S574795,H11
S574796,H11
S574797,H11
S574798,H11
S574799,H11
S575790,H11
S575791,H11
S575792,H11
S575793,H11
S575794,H11
S575795,H11
S575796,H11
S575797,H11
S575798,H11
S575799,H11
S576790,H11
S576791,H11
S576792,H11
S576793,H11
S576794,H11
S576795,H11
S576796,H11
S576797,H11
S576798,H11
S576799,H11
S577790,H11
S577791,H11
S577792,H11
S577793,H11
S577794,H11
S577795,H11
S577796,H11
S577797,H11
S577798,H11
S577799,H11
S578790,H11
S578791,H11
S578792,H11
S578793,H11
S578794,H11
S578795,H11
S578796,H11
S578797,H11
S578798,H11
S578799,H11
S579790,H11+H14
S579791,H11+H14
S579792,H11+H14
S579793,H11+H14
S579794,H11+H14
S579795,H11+H14
S579796,H11+H14
S579797,H11
S579798,H11
S579799,H11
S57V,H11
S57W,H11
S57X,H11+H14
S5874,H11
S5875,H11
S5974,H11
S5975,H11+H14
S590750,H11
S590751,H11
S590752,H11
S590753,H11
S590754,H11
S590755,H11
S590756,H11
S590757,H11
S590758,H11
S590759,H11
S591750,H11
S591751,H11
S591752,H11
S591753,H11
S591754,H11
S591755,H11
S591756,H11+H14
S591757,H11
S591758,H11
S591759,H11+H14
S592750,H11
S592751,H11
S592752,H11+H14
S592753,H11+H14
S592754,H11+H14
S592755,H11+H14
S592756,H11+H14
S592757,H11+H14
S592758,H11+H14
S592759,H11+H14
S593750,H11+H14
S593751,H11+H14
S593752,H11+H14
S593753,H11+H14
S593754,H11+H14
S594750,H11+H14
S594751,H11+H14
S595750,H11+H14
S595751,H11+H14
S596750,H11
S596751,H11+H14
S597750,H11
S597751,H11+H14
S598750,H11
S598751,H11+H14
S599750,H11
S599751,H11+H14
S57Y,H11+H14
S5876,H11+H14
S580760,H11
S580761,H11
S580762,H11
S580763,H11
S580764,H11
S580765,H11
S580766,H11
S580767,H11
S580768,H11
S580769,H11
S581760,H11
S581761,H11
S581762,H11
S581763,H11
S581764,H11
S581765,H11
S581766,H11
S581767,H11
S581768,H11
S581769,H11
S582760,H11
S582761,H11
S582762,H11
S582763,H11
S582764,H11
S582765,H11
S582766,H11
S582767,H11
S582768,H11
S582769,H11
S583760,H11
S583761,H11
S583762,H11
S583763,H11
S583764,H11
S583765,H11
S583766,H11
S583767,H11
S583768,H11
S583769,H11
S584760,H11
S584761,H11
S584762,H11
S584763,H11
S584764,H11
S584765,H11
S584766,H11
S584767,H11
S584768,H11
S584769,H11
S585760,H11
S585761,H11
S585762,H11
S585763,H11
S585764,H11
S585765,H11
S585766,H11
S585767,H11
S585768,H11
S585769,H11
S586760,H11
S586761,H11
S586762,H11
S586763,H11
S586764,H11
S586765,H11
S586766,H11
S586767,H11
S586768,H11
S586769,H11
S587760,H11
S587761,H11
S587762,H11
S587763,H11
S587764,H11
S587765,H11+H14
S587766,H11+H14
S587767,H11+H14
S587768,H11+H14
S587769,H11+H14
S588760,H11
S588761,H11
S588762,H11
S588763,H11
S588764,H11+H14
S588765,H11+H14
S589760,H11
S589761,H11
S589762,H11+H14
S589763,H11+H14
S589764,H11+H14
S5877,H11+H14
S580770,H11
S580771,H11
S580772,H11
S580773,H11
S580774,H11
S580775,H11
S580776,H11+H14
S580777,H11+H14
S581770,H11
S581771,H11
S581772,H11
S581773,H11
S581774,H11
S581775,H11
S581776,H11+H14
S582770,H11
S582771,H11
S582772,H11
S582773,H11
S582774,H11
S582775,H11+H14
S582776,H11+H14
S583770,H11
S583771,H11
S583772,H11
S583773,H11
S583774,H11+H14
S583775,H11+H14
S584770,H11
S584771,H11
S584772,H11
S584773,H11+H14
S584774,H11+H14
S585770,H11
S585771,H11+H14
S585772,H11+H14
S585773,H11+H14
S586770,H11+H14
S586771,H11+H14
S587770,H11+H14
S5976,H11+H14
S590760,H11+H14
S590761,H11+H14
S590762,H11+H14
S591760,H11+H14
S57Z,H11+H14
S5878,H11+H14
S580785,H11+H14
S580786,H11+H14
S580787,H11+H14
S580788,H11+H14
S580789,H11+H14
S5879,H11+H14
S580795,H11+H14
S580796,H11+H14
S580797,H11+H14
S580798,H11+H14
S580799,H11+H14
S58,H11+H14
S58SW,H11+H14
S58SE,H11+H14
S58A,H11+H14
S5080,H11+H14
S507806,H11+H14
S507807,H11+H14
S507808,H11+H14
S507809,H11+H14
S508803,H11+H14
S508804,H11+H14
S508805,H11+H14
S508806,H11+H14
S508807,H11
S508808,H11
S508809,H11
S509801,H11+H14
S509802,H11+H14
S509803,H11+H14
S509804,H11
S509805,H11
S509806,H11
S509807,H11
S509808,H11
S509809,H11
S5081,H11+H14
S507810,H11+H14
S508810,H11+H14
S509810,H11+H14
S5180,H11+H14
S510800,H11+H14
S510801,H11+H14
S510802,H11
S510803,H11
S510804,H11
S510805,H11
S510806,H11
S510807,H11
S510808,H11
S510809,H11
S511800,H11
S511801,H11
S511802,H11
S511803,H11
S511804,H11
S511805,H11
S511806,H11
S511807,H11
S511808,H11
S511809,H11
S512800,H11
S512801,H11
S512802,H11
S512803,H11
S512804,H11
S512805,H11
S512806,H11
S512807,H11
S512808,H11
S512809,H11
S513800,H11
S513801,H11
S513802,H11
S513803,H11
S513804,H11
S513805,H11
S513806,H11
S513807,H11
S513808,H11
S513809,H11
S514800,H11
S514801,H11
S514802,H11
S514803,H11
S514804,H11
S514805,H11
S514806,H11
S514807,H11
S514808,H11
S514809,H11
S515800,H11
S515801,H11
S515802,H11
S515803,H11
S515804,H11
S515805,H11
S515806,H11
S515807,H11
S515808,H11
S515809,H11
S516800,H11
S516801,H11
S516802,H11
S516803,H11
S516804,H11
S516805,H11
S516806,H11
S516807,H11
S516808,H11
S516809,H11
S517800,H11
S517801,H11
S517802,H11
S517803,H11
S517804,H11
S517805,H11
S517806,H11
S517807,H11
S517808,H11
S517809,H11
S518800,H11
S518801,H11
S518802,H11
S518803,H11
S518804,H11
S518805,H11
S518806,H11
S518807,H11
S518808,H11
S518809,H11
S519800,H11
S519801,H11
S519802,H11
S519803,H11
S519804,H11
S519805,H11
S519806,H11
S519807,H11
S519808,H11
S519809,H11
S5181,H11+H14
S510810,H11+H14
S511810,H11+H14
S512810,H11+H14
S513810,H11+H14
S514810,H11+H14
S515810,H11+H14
S516810,H11+H14
S517810,H11+H14
S518810,H11+H14
S519810,H11+H14
S58F,H11+H14
S5280,H11+H14
S520800,H11
S520801,H11
S520802,H11
S520803,H11
S520804,H11
S520805,H11
S520806,H11
S520807,H11
S520808,H11
S520809,H11
S521800,H11
S521801,H11
S521802,H11
S521803,H11
S521804,H11
S521805,H11
S521806,H11
S521807,H11
S521808,H11
S521809,H11
S522800,H11
S522801,H11
S522802,H11
S522803,H11
S522804,H11
S522805,H11
S522806,H11
S522807,H11
S522808,H11
S522809,H11+H14
S523800,H11
S523801,H11
S523802,H11
S523803,H11
S523804,H11
S523805,H11
S523806,H11
S523807,H11
S523808,H11
S523809,H11+H14
S524800,H11
S524801,H11
S524802,H11
S524803,H11
S524804,H11
S524805,H11
S524806,H11
S524807,H11
S524808,H11
S524809,H11+H14
S525800,H11
S525801,H11
S525802,H11
S525803,H11
S525804,H11
S525805,H11
S525806,H11
S525807,H11
S525808,H11
S525809,H11+H14
S526800,H11
S526801,H11
S526802,H11
S526803,H11
S526804,H11
S526805,H11
S526806,H11
S526807,H11
S526808,H11
S526809,H11+H14
S527800,H11
S527801,H11
S527802,H11
S527803,H11
S527804,H11
S527805,H11
S527806,H11
S527807,H11
S527808,H11
S527809,H11
S528800,H11
S528801,H11
S528802,H11
S528803,H11
S528804,H11
S528805,H11
S528806,H11
S528807,H11
S528808,H11
S528809,H11
S529800,H11
S529801,H11
S529802,H11
S529803,H11
S529804,H11
S529805,H11
S529806,H11
S529807,H11
S529808,H11
S529809,H11
S5281,H11+H14
S520810,H11+H14
S521810,H11+H14
S522810,H11+H14
S526810,H11+H14
S527810,H11+H14
S527811,H11+H14
S528810,H11
S528811,H11+H14
S528812,H11+H14
S529810,H11
S529811,H11
S529812,H11+H14
S529813,H11+H14
S529814,H11+H14
S5380,H11
S5381,H11+H14
S530810,H11
S530811,H11
S530812,H11
S530813,H11
S530814,H11+H14
S530815,H11+H14
S530816,H11+H14
S530817,H11+H14
S531810,H11
S531811,H11
S531812,H11
S531813,H11
S531814,H11
S531815,H11
S531816,H11
S531817,H11+H14
S531818,H11+H14
S532810,H11
S532811,H11
S532812,H11
S532813,H11
S532814,H11
S532815,H11
S532816,H11
S532817,H11
S532818,H11+H14
S532819,H11+H14
S533810,H11
S533811,H11
S533812,H11
S533813,H11
S533814,H11
S533815,H11
S533816,H11
S533817,H11
S533818,H11
S533819,H11+H14
S534810,H11
S534811,H11
S534812,H11
S534813,H11
S534814,H11
S534815,H11
S534816,H11
S534817,H11
S534818,H11
S534819,H11
S535810,H11
S535811,H11
S535812,H11
S535813,H11
S535814,H11
S535815,H11
S535816,H11
S535817,H11
S535818,H11
S535819,H11
S536810,H11
S536811,H11
S536812,H11
S536813,H11
S536814,H11
S536815,H11
S536816,H11
S536817,H11
S536818,H11
S536819,H11
S537810,H11
S537811,H11
S537812,H11
S537813,H11
S537814,H11
S537815,H11
S537816,H11
S537817,H11
S537818,H11
S537819,H11
S538810,H11
S538811,H11
S538812,H11
S538813,H11
S538814,H11
S538815,H11
S538816,H11
S538817,H11
S538818,H11
S538819,H11
S539810,H11
S539811,H11
S539812,H11
S539813,H11
S539814,H11
S539815,H11
S539816,H11
S539817,H11
S539818,H11
S539819,H11
S58G,H11+H14
S5382,H11+H14
S533820,H11+H14
S534820,H11+H14
S534821,H11+H14
S535820,H11
S535821,H11+H14
S535822,H11+H14
S535823,H11+H14
S535824,H11+H14
S536820,H11
S536821,H11
S536822,H11
S536823,H11
S536824,H11+H14
S536825,H11+H14
S537820,H11
S537821,H11
S537822,H11
S537823,H11
S537824,H11
S537825,H11+H14
S538820,H11
S538821,H11
S538822,H11
S538823,H11
S538824,H11
S538825,H11+H14
S538826,H11+H14
S539820,H11
S539821,H11
S539822,H11
S539823,H11
S539824,H11
S539825,H11
S539826,H11+H14
S539827,H11+H14
S58K,H11+H14
S5480,H11
S5481,H11
S5580,H11
S5581,H11+H14
S550810,H11
S550811,H11
S550812,H11
S550813,H11
S550814,H11
S550815,H11
S550816,H11
S550817,H11
S550818,H11
S550819,H11
S551810,H11
S551811,H11
S551812,H11
S551813,H11
S551814,H11
S551815,H11
S551816,H11
S551817,H11
S551818,H11
S551819,H11
S552810,H11
S552811,H11
S552812,H11
S552813,H11
S552814,H11
S552815,H11
S552816,H11
S552817,H11
S552818,H11
S552819,H11
S553810,H11
S553811,H11
S553812,H11
S553813,H11
S553814,H11
S553815,H11
S553816,H11
S553817,H11
S553818,H11
S553819,H11
S554810,H11
S554811,H11
S554812,H11
S554813,H11
S554814,H11
S554815,H11
S554816,H11
S554817,H11+H14
S554818,H11+H14
S554819,H11+H14
S555810,H11
S555811,H11
S555812,H11
S555813,H11
S555814,H11
S555815,H11
S555816,H11+H14
S555817,H11+H14
S556810,H11
S556811,H11
S556812,H11
S556813,H11
S556814,H11
S556815,H11
S556816,H11+H14
S556817,H11+H14
S557810,H11
S557811,H11
S557812,H11
S557813,H11
S557814,H11
S557815,H11
S557816,H11
S557817,H11+H14
S558810,H11
S558811,H11
S558812,H11
S558813,H11
S558814,H11
S558815,H11
S558816,H11
S558817,H11+H14
S559810,H11
S559811,H11
S559812,H11
S559813,H11
S559814,H11
S559815,H11
S559816,H11
S559817,H11+H14
S58L,H11+H14
S5482,H11+H14
S540820,H11
S540821,H11
S540822,H11
S540823,H11
S540824,H11
S540825,H11
S540826,H11
S540827,H11+H14
S541820,H11
S541821,H11
S541822,H11
S541823,H11
S541824,H11
S541825,H11
S541826,H11
S541827,H11+H14
S541828,H11+H14
S542820,H11
S542821,H11
S542822,H11
S542823,H11
S542824,H11
S542825,H11
S542826,H11
S542827,H11
S542828,H11+H14
S543820,H11
S543821,H11
S543822,H11
S543823,H11
S543824,H11
S543825,H11
S543826,H11
S543827,H11+H14
S543828,H11+H14
S544820,H11
S544821,H11
S544822,H11
S544823,H11
S544824,H11
S544825,H11
S544826,H11
S544827,H11+H14
S544828,H11+H14
S545820,H11
S545821,H11
S545822,H11
S545823,H11
S545824,H11
S545825,H11
S545826,H11
S545827,H11+H14
S545828,H11+H14
S546820,H11
S546821,H11
S546822,H11
S546823,H11
S546824,H11
S546825,H11
S546826,H11
S546827,H11+H14
S546828,H11+H14
S547820,H11
S547821,H11
S547822,H11
S547823,H11
S547824,H11
S547825,H11
S547826,H11
S547827,H11+H14
S548820,H11
S548821,H11
S548822,H11
S548823,H11
S548824,H11
S548825,H11+H14
S548826,H11+H14
S548827,H11+H14
S549820,H11
S549821,H11
S549822,H11
S549823,H11
S549824,H11+H14
S549825,H11+H14
S5582,H11+H14
S550820,H11
S550821,H11
S550822,H11
S550823,H11
S550824,H11+H14
S551820,H11
S551821,H11
S551822,H11
S551823,H11+H14
S551824,H11+H14
S552820,H11
S552821,H11
S552822,H11+H14
S552823,H11+H14
S553820,H11
S553821,H11+H14
S553822,H11+H14
S554820,H11+H14
S554821,H11+H14
S58Q,H11+H14
S5680,H11+H14
S560800,H11
S560801,H11
S560802,H11
S560803,H11
S560804,H11
S560805,H11
S560806,H11
S560807,H11
S560808,H11
S560809,H11
S561800,H11
S561801,H11
S561802,H11
S561803,H11
S561804,H11
S561805,H11
S561806,H11
S561807,H11
S561808,H11
S561809,H11
S562800,H11
S562801,H11
S562802,H11
S562803,H11
S562804,H11
S562805,H11
S562806,H11
S562807,H11
S562808,H11
S562809,H11
S563800,H11
S563801,H11
S563802,H11
S563803,H11
S563804,H11
S563805,H11
S563806,H11
S563807,H11
S563808,H11
S563809,H11+H14
S564800,H11
S564801,H11
S564802,H11
S564803,H11
S564804,H11
S564805,H11
S564806,H11+H14
S564807,H11+H14
S564808,H11+H14
S564809,H11+H14
S565800,H11
S565801,H11
S565802,H11
S565803,H11+H14
S565804,H11+H14
S565805,H11+H14
S565806,H11+H14
S566800,H11
S566801,H11
S566802,H11+H14
S566803,H11+H14
S566804,H11+H14
S567800,H11
S567801,H11
S567802,H11
S567803,H11+H14
S567804,H11+H14
S567805,H11+H14
S568800,H11
S568801,H11
S568802,H11
S568803,H11
S568804,H11
S568805,H11+H14
S568806,H11+H14
S569800,H11
S569801,H11
S569802,H11
S569803,H11
S569804,H11
S569805,H11
S569806,H11+H14
S569807,H11+H14
S5681,H11+H14
S560810,H11
S560811,H11
S560812,H11
S560813,H11
S560814,H11
S560815,H11
S560816,H11+H14
S560817,H11+H14
S561810,H11
S561811,H11
S561812,H11
S561813,H11
