O,H0+H19+H20+H21+H22+H31
N487788,H22
N487789,H22
N488780,H22
N488781,H22
N488782,H22
N488783,H22
N488784,H22
N488785,H22
N488786,H22
N488787,H22
N488788,H22
N488789,H22
N489780,H22
N489781,H22
N489782,H22
N489783,H22
N489784,H22
N489785,H22
N489786,H22
N489787,H22
N489788,H22
N489789,H22
N4879,H22
N4978,H22
N4979,H22
N48,H22+H23+H24+H30
N48SW,H22+H23+H24+H30
N48SE,H22+H23+H30
N48NE,H22+H30
N48G,H22+H23+H30
N4382,H22+H23
N433828,H22+H23
N433829,H22+H23
N434826,H22+H23
N434827,H22+H23
N434828,H22+H23
N434829,H22
N435824,H22+H23
N435825,H22+H23
N435826,H22+H23
N435827,H22
N435828,H22
N435829,H22
N436823,H22+H23
N436824,H22+H23
N436825,H22
N436826,H22
N436827,H22
N436828,H22
N436829,H22
N437822,H22+H23
N437823,H22+H23
N437824,H22
N437825,H22
N437826,H22
N437827,H22
N437828,H22
N437829,H22
N438822,H22+H23
N438823,H22
N438824,H22
N438825,H22
N438826,H22
N438827,H22
N438828,H22
N438829,H22
N439822,H22+H23
N439823,H22
N439824,H22
N439825,H22
N439826,H22
N439827,H22
N439828,H22
N439829,H22
N4383,H22+H23+H30
N432834,H22+H23+H30
N433830,H22+H23
N433831,H22+H23
N433832,H22+H23
N433833,H22+H23
N433834,H22+H23+H30
N433835,H22+H30
N434830,H22
N434831,H22
N434832,H22
N434833,H22
N434834,H22
N434835,H22+H30
N434836,H22+H30
N435830,H22
N435831,H22
N435832,H22
N435833,H22
N435834,H22
N435835,H22
N435836,H22+H30
N436830,H22
N436831,H22
N436832,H22
N436833,H22
N436834,H22
N436835,H22
N436836,H22+H30
N436837,H22+H30
N437830,H22
N437831,H22
N437832,H22
N437833,H22
N437834,H22
N437835,H22
N437836,H22
N437837,H22+H30
N437838,H22+H30
N438830,H22
N438831,H22
N438832,H22
N438833,H22
N438834,H22
N438835,H22
N438836,H22
N438837,H22
N438838,H22+H30
N439830,H22
N439831,H22
N439832,H22
N439833,H22
N439834,H22
N439835,H22
N439836,H22
N439837,H22
N439838,H22+H30
N439839,H22+H30
N48K,H22+H23
N4581,H22+H23
N451818,H22+H23
N451819,H22+H23
N452817,H22+H23
N452818,H22+H23
N452819,H22
N453817,H22+H23
N453818,H22
N453819,H22
N454817,H22+H23
N454818,H22
N454819,H22
N455816,H22+H23
N455817,H22+H23
N455818,H22
N455819,H22
N456816,H22+H23
N456817,H22
N456818,H22
N456819,H22
N457815,H22+H23
N457816,H22+H23
N457817,H22
N457818,H22
N457819,H22
N458815,H22+H23
N458816,H22
N458817,H22
N458818,H22
N458819,H22
N459815,H22+H23
N459816,H22
N459817,H22
N459818,H22
N459819,H22
N48L,H22+H23+H30
N4482,H22+H23
N440822,H22+H23
N440823,H22
N440824,H22
N440825,H22
N440826,H22
N440827,H22
N440828,H22
N440829,H22
N441822,H22+H23
N441823,H22+H23
N441824,H22
N441825,H22
N441826,H22
N441827,H22
N441828,H22
N441829,H22
N442823,H22+H23
N442824,H22
N442825,H22
N442826,H22
N442827,H22
N442828,H22
N442829,H22
N443823,H22+H23
N443824,H22
N443825,H22
N443826,H22
N443827,H22
N443828,H22
N443829,H22
N444823,H22+H23
N444824,H22
N444825,H22
N444826,H22
N444827,H22
N444828,H22
N444829,H22
N445823,H22+H23
N445824,H22
N445825,H22
N445826,H22
N445827,H22
N445828,H22
N445829,H22
N446823,H22+H23
N446824,H22
N446825,H22
N446826,H22
N446827,H22
N446828,H22
N446829,H22
N447823,H22+H23
N447824,H22
N447825,H22
N447826,H22
N447827,H22
N447828,H22
N447829,H22
N448823,H22+H23
N448824,H22
N448825,H22
N448826,H22
N448827,H22
N448828,H22
N448829,H22
N449823,H22+H23
N449824,H22
N449825,H22
N449826,H22
N449827,H22
N449828,H22
N449829,H22
N4483,H22+H30
N440830,H22
N440831,H22
N440832,H22
N440833,H22
N440834,H22
N440835,H22
N440836,H22
N440837,H22
N440838,H22
N440839,H22+H30
N441830,H22
N441831,H22
N441832,H22
N441833,H22
N441834,H22
N441835,H22
N441836,H22
N441837,H22
N441838,H22
N441839,H22
N442830,H22
N442831,H22
N442832,H22
N442833,H22
N442834,H22
N442835,H22
N442836,H22
N442837,H22
N442838,H22
N442839,H22
N443830,H22
N443831,H22
N443832,H22
N443833,H22
N443834,H22
N443835,H22
N443836,H22
N443837,H22
N443838,H22
N443839,H22
N444830,H22
N444831,H22
N444832,H22
N444833,H22
N444834,H22
N444835,H22
N444836,H22
N444837,H22
N444838,H22
N444839,H22
N445830,H22
N445831,H22
N445832,H22
N445833,H22
N445834,H22
N445835,H22
N445836,H22
N445837,H22
N445838,H22
N445839,H22
N446830,H22
N446831,H22
N446832,H22
N446833,H22
N446834,H22
N446835,H22
N446836,H22
N446837,H22
N446838,H22
N446839,H22
N447830,H22
N447831,H22
N447832,H22
N447833,H22
N447834,H22
N447835,H22
N447836,H22
N447837,H22
N447838,H22
N447839,H22
N448830,H22
N448831,H22
N448832,H22
N448833,H22
N448834,H22
N448835,H22
N448836,H22
N448837,H22
N448838,H22
N448839,H22
N449830,H22
N449831,H22
N449832,H22
N449833,H22
N449834,H22
N449835,H22
N449836,H22
N449837,H22
N449838,H22
N449839,H22
N4582,H22+H23
N450823,H22+H23
N450824,H22
N450825,H22
N450826,H22
N450827,H22
N450828,H22
N450829,H22
N451820,H22+H23
N451821,H22+H23
N451822,H22+H23
N451823,H22+H23
N451824,H22
N451825,H22
N451826,H22
N451827,H22
N451828,H22
N451829,H22
N452820,H22
N452821,H22
N452822,H22
N452823,H22
N452824,H22
N452825,H22
N452826,H22
N452827,H22
N452828,H22
N452829,H22
N453820,H22
N453821,H22
N453822,H22
N453823,H22
N453824,H22
N453825,H22
N453826,H22
N453827,H22
N453828,H22
N453829,H22
N454820,H22
N454821,H22
N454822,H22
N454823,H22
N454824,H22
N454825,H22
N454826,H22
N454827,H22
N454828,H22
N454829,H22
N455820,H22
N455821,H22
N455822,H22
N455823,H22
N455824,H22
N455825,H22
N455826,H22
N455827,H22
N455828,H22
N455829,H22
N456820,H22
N456821,H22
N456822,H22
N456823,H22
N456824,H22
N456825,H22
N456826,H22
N456827,H22
N456828,H22
N456829,H22
N457820,H22
N457821,H22
N457822,H22
N457823,H22
N457824,H22
N457825,H22
N457826,H22
N457827,H22
N457828,H22
N457829,H22
N458820,H22
N458821,H22
N458822,H22
N458823,H22
N458824,H22
N458825,H22
N458826,H22
N458827,H22
N458828,H22
N458829,H22
N459820,H22
N459821,H22
N459822,H22
N459823,H22
N459824,H22
N459825,H22
N459826,H22
N459827,H22
N459828,H22
N459829,H22
N4583,H22
N48M,H22+H30
N4484,H22+H30
N440840,H22+H30
N441840,H22+H30
N441841,H22+H30
N442840,H22
N442841,H22+H30
N443840,H22
N443841,H22+H30
N443842,H22+H30
N444840,H22
N444841,H22
N444842,H22+H30
N445840,H22
N445841,H22
N445842,H22+H30
N445843,H22+H30
N446840,H22
N446841,H22
N446842,H22
N446843,H22+H30
N446844,H22+H30
N447840,H22
N447841,H22
N447842,H22
N447843,H22
N447844,H22+H30
N448840,H22
N448841,H22
N448842,H22
N448843,H22
N448844,H22+H30
N448845,H22+H30
N449840,H22
N449841,H22
N449842,H22
N449843,H22
N449844,H22
N449845,H22+H30
N449846,H22+H30
N4584,H22+H30
N450840,H22
N450841,H22
N450842,H22
N450843,H22
N450844,H22
N450845,H22
N450846,H22+H30
N451840,H22
N451841,H22
N451842,H22
N451843,H22
N451844,H22
N451845,H22
N451846,H22+H30
N451847,H22+H30
N452840,H22
N452841,H22
N452842,H22
N452843,H22
N452844,H22
N452845,H22
N452846,H22
N452847,H22+H30
N453840,H22
N453841,H22
N453842,H22
N453843,H22
N453844,H22
N453845,H22
N453846,H22
N453847,H22+H30
N453848,H22+H30
N454840,H22
N454841,H22
N454842,H22
N454843,H22
N454844,H22
N454845,H22
N454846,H22
N454847,H22
N454848,H22+H30
N454849,H22+H30
N455840,H22
N455841,H22
N455842,H22
N455843,H22
N455844,H22
N455845,H22
N455846,H22
N455847,H22
N455848,H22
N455849,H22+H30
N456840,H22
N456841,H22
N456842,H22
N456843,H22
N456844,H22
N456845,H22
N456846,H22
N456847,H22
N456848,H22
N456849,H22+H30
N457840,H22
N457841,H22
N457842,H22
N457843,H22
N457844,H22
N457845,H22
N457846,H22
N457847,H22
N457848,H22+H30
N457849,H22+H30
N458840,H22
N458841,H22
N458842,H22
N458843,H22
N458844,H22
N458845,H22
N458846,H22+H30
N458847,H22+H30
N458848,H22+H30
N459840,H22
N459841,H22
N459842,H22
N459843,H22
N459844,H22
N459845,H22+H30
N459846,H22+H30
N4585,H22+H30
N456850,H22+H30
N48Q,H22+H23+H30
N4680,H22+H23
N469809,H22+H23
N4681,H22+H23
N460814,H22+H23
N460815,H22+H23
N460816,H22
N460817,H22
N460818,H22
N460819,H22
N461814,H22+H23
N461815,H22
N461816,H22
N461817,H22
N461818,H22
N461819,H22
N462813,H22+H23
N462814,H22+H23
N462815,H22
N462816,H22
N462817,H22
N462818,H22
N462819,H22
N463813,H22+H23
N463814,H22
N463815,H22
N463816,H22
N463817,H22
N463818,H22
N463819,H22
N464812,H22+H23
N464813,H22+H23
N464814,H22
N464815,H22
N464816,H22
N464817,H22
N464818,H22
N464819,H22
N465811,H22+H23
N465812,H22+H23
N465813,H22
N465814,H22
N465815,H22
N465816,H22
N465817,H22
N465818,H22
N465819,H22
N466811,H22+H23
N466812,H22+H23
N466813,H22
N466814,H22
N466815,H22
N466816,H22
N466817,H22
N466818,H22
N466819,H22
N467811,H22+H23
N467812,H22+H23
N467813,H22
N467814,H22
N467815,H22
N467816,H22
N467817,H22
N467818,H22
N467819,H22
N468810,H22+H23
N468811,H22+H23
N468812,H22
N468813,H22
N468814,H22
N468815,H22
N468816,H22
N468817,H22
N468818,H22
N468819,H22
N469810,H22+H23
N469811,H22
N469812,H22
N469813,H22
N469814,H22
N469815,H22
N469816,H22
N469817,H22
N469818,H22
N469819,H22
N4780,H22+H23
N470806,H22+H23
N470807,H22+H23
N470808,H22+H23
N470809,H22+H23
N471803,H22+H23
N471804,H22+H23
N471805,H22+H23
N471806,H22+H23
N471807,H22
N471808,H22
N471809,H22
N472800,H22+H23
N472801,H22+H23
N472802,H22+H23
N472803,H22+H23
N472804,H22
N472805,H22
N472806,H22
N472807,H22
N472808,H22
N472809,H22
N473800,H22+H23
N473801,H22
N473802,H22
N473803,H22
N473804,H22
N473805,H22
N473806,H22
N473807,H22
N473808,H22
N473809,H22
N474800,H22
N474801,H22
N474802,H22
N474803,H22
N474804,H22
N474805,H22
N474806,H22
N474807,H22
N474808,H22
N474809,H22
N475800,H22
N475801,H22
N475802,H22
N475803,H22
N475804,H22
N475805,H22
N475806,H22
N475807,H22
N475808,H22
N475809,H22
N476800,H22
N476801,H22
N476802,H22
N476803,H22
N476804,H22
N476805,H22
N476806,H22
N476807,H22
N476808,H22
N476809,H22
N477800,H22
N477801,H22
N477802,H22
N477803,H22
N477804,H22
N477805,H22
N477806,H22
N477807,H22
N477808,H22
N477809,H22
N478800,H22
N478801,H22
N478802,H22
N478803,H22
N478804,H22
N478805,H22
N478806,H22
N478807,H22
N478808,H22
N478809,H22
N479800,H22
N479801,H22
N479802,H22
N479803,H22
N479804,H22
N479805,H22
N479806,H22
N479807,H22
N479808,H22
N479809,H22
N4781,H22+H30
N470810,H22
N470811,H22
N470812,H22
N470813,H22
N470814,H22
N470815,H22
N470816,H22
N470817,H22
N470818,H22
N470819,H22
N471810,H22
N471811,H22
N471812,H22
N471813,H22
N471814,H22
N471815,H22
N471816,H22
N471817,H22
N471818,H22
N471819,H22
N472810,H22
N472811,H22
N472812,H22
N472813,H22
N472814,H22
N472815,H22
N472816,H22
N472817,H22
N472818,H22
N472819,H22
N473810,H22
N473811,H22
N473812,H22
N473813,H22
N473814,H22
N473815,H22
N473816,H22
N473817,H22
N473818,H22
N473819,H22
N474810,H22
N474811,H22
N474812,H22
N474813,H22
N474814,H22
N474815,H22
N474816,H22
N474817,H22
N474818,H22
N474819,H22
N475810,H22
N475811,H22
N475812,H22
N475813,H22
N475814,H22
N475815,H22
N475816,H22
N475817,H22+H30
N475818,H22+H30
N475819,H22+H30
N476810,H22
N476811,H22
N476812,H22
N476813,H22
N476814,H22
N476815,H22+H30
N476816,H22+H30
N476817,H22+H30
N477810,H22
N477811,H22
N477812,H22
N477813,H22
N477814,H22
N477815,H22+H30
N478810,H22
N478811,H22
N478812,H22
N478813,H22
N478814,H22+H30
N478815,H22+H30
N479810,H22
N479811,H22
N479812,H22+H30
N479813,H22+H30
N479814,H22+H30
N48R,H22+H30
N4682,H22
N4683,H22+H30
N460830,H22
N460831,H22
N460832,H22
N460833,H22
N460834,H22
N460835,H22
N460836,H22
N460837,H22
N460838,H22
N460839,H22
N461830,H22
N461831,H22
N461832,H22
N461833,H22
N461834,H22
N461835,H22
N461836,H22
N461837,H22
N461838,H22
N461839,H22
N462830,H22
N462831,H22
N462832,H22
N462833,H22
N462834,H22
N462835,H22
N462836,H22
N462837,H22
N462838,H22
N462839,H22
N463830,H22
N463831,H22
N463832,H22
N463833,H22
N463834,H22
N463835,H22
N463836,H22
N463837,H22
N463838,H22
N463839,H22
N464830,H22
N464831,H22
N464832,H22
N464833,H22
N464834,H22
N464835,H22
N464836,H22
N464837,H22
N464838,H22
N464839,H22+H30
N465830,H22
N465831,H22
N465832,H22
N465833,H22
N465834,H22
N465835,H22
N465836,H22
N465837,H22
N465838,H22+H30
N465839,H22+H30
N466830,H22
N466831,H22
N466832,H22
N466833,H22
N466834,H22
N466835,H22
N466836,H22
N466837,H22+H30
N466838,H22+H30
N467830,H22
N467831,H22
N467832,H22
N467833,H22
N467834,H22
N467835,H22
N467836,H22+H30
N467837,H22+H30
N468830,H22
N468831,H22
N468832,H22
N468833,H22
N468834,H22+H30
N468835,H22+H30
N468836,H22+H30
N469830,H22
N469831,H22
N469832,H22
N469833,H22+H30
N469834,H22+H30
N4782,H22+H30
N470820,H22
N470821,H22
N470822,H22
N470823,H22
N470824,H22
N470825,H22
N470826,H22
N470827,H22
N470828,H22
N470829,H22
N471820,H22
N471821,H22
N471822,H22
N471823,H22
N471824,H22
N471825,H22
N471826,H22
N471827,H22
N471828,H22
N471829,H22
N472820,H22
N472821,H22
N472822,H22
N472823,H22
N472824,H22
N472825,H22
N472826,H22
N472827,H22
N472828,H22
N472829,H22
N473820,H22
N473821,H22
N473822,H22
N473823,H22
N473824,H22
N473825,H22
N473826,H22
N473827,H22
N473828,H22+H30
N473829,H22+H30
N474820,H22
N474821,H22
N474822,H22
N474823,H22+H30
N474824,H22+H30
N474825,H22+H30
N474826,H22+H30
N474827,H22+H30
N474828,H22+H30
N475820,H22+H30
N475821,H22+H30
N475822,H22+H30
N475823,H22+H30
N475827,H22+H30
N476820,H22+H30
N476821,H22+H30
N4783,H22+H30
N470830,H22
N470831,H22
N470832,H22
N470833,H22+H30
N471830,H22
N471831,H22
N471832,H22
N471833,H22+H30
N472830,H22+H30
N472831,H22+H30
N472832,H22+H30
N472833,H22+H30
N473830,H22+H30
N48S,H22+H30
N4684,H22+H30
N460840,H22
N460841,H22
N460842,H22
N460843,H22
N460844,H22+H30
N460845,H22+H30
N461840,H22
N461841,H22
N461842,H22
N461843,H22+H30
N461844,H22+H30
N462840,H22
N462841,H22
N462842,H22+H30
N462843,H22+H30
N463840,H22+H30
N463841,H22+H30
N463842,H22+H30
N464840,H22+H30
N48V,H22+H30
N4880,H22
N4881,H22+H30
N480810,H22
N480811,H22
N480812,H22+H30
N481810,H22
N481811,H22
N481812,H22+H30
N482810,H22
N482811,H22
N482812,H22+H30
N483810,H22
N483811,H22
N483812,H22+H30
N484810,H22
N484811,H22+H30
N484812,H22+H30
N485810,H22
N485811,H22+H30
N485812,H22+H30
N486810,H22
N486811,H22
N486812,H22+H30
N487810,H22
N487811,H22+H30
N487812,H22+H30
N488810,H22+H30
N488811,H22+H30
N489810,H22+H30
N4980,H22+H30
N490800,H22
N490801,H22
N490802,H22
N490803,H22
N490804,H22
N490805,H22
N490806,H22
N490807,H22+H30
N490808,H22+H30
N490809,H22+H30
N491800,H22
N491801,H22
N491802,H22
N491803,H22
N491804,H22
N491805,H22
N491806,H22
N491807,H22+H30
N492800,H22
N492801,H22
N492802,H22
N492803,H22
N492804,H22
N492805,H22
N492806,H22
N492807,H22+H30
N493800,H22
N493801,H22
N493802,H22
N493803,H22
N493804,H22
N493805,H22
N493806,H22
N493807,H22+H30
N493808,H22+H30
N494800,H22
N494801,H22
N494802,H22
N494803,H22
N494804,H22
N494805,H22
N494806,H22
N494807,H22
N494808,H22+H30
N494809,H22+H30
N495800,H22
N495801,H22
N495802,H22
N495803,H22
N495804,H22
N495805,H22
N495806,H22
N495807,H22
N495808,H22
N495809,H22+H30
N496800,H22
N496801,H22
N496802,H22
N496803,H22
N496804,H22
N496805,H22
N496806,H22
N496807,H22
N496808,H22
N496809,H22
N497800,H22
N497801,H22
N497802,H22
N497803,H22
N497804,H22
N497805,H22
N497806,H22
N497807,H22
N497808,H22
N497809,H22
N498800,H22
N498801,H22
N498802,H22
N498803,H22
N498804,H22
N498805,H22
N498806,H22
N498807,H22
N498808,H22
N498809,H22
N499800,H22
N499801,H22
N499802,H22
N499803,H22
N499804,H22
N499805,H22
N499806,H22
N499807,H22
N499808,H22
N499809,H22
N4981,H22+H30
N490810,H22+H30
N495810,H22+H30
N496810,H22+H30
N496811,H22+H30
N497810,H22
N497811,H22+H30
N497812,H22+H30
N498810,H22
N498811,H22+H30
N498812,H22+H30
N499810,H22
N499811,H22+H30
N53,H18+H22+H23
N53NE,H18+H22
N53U,H18+H22
N5638,H18+H22
N569388,H18+H22
N5639,H18+H22
N562399,H18+H22
N563399,H18+H22
N564399,H18+H22
N565398,H18+H22
N565399,H18+H22
N566398,H18+H22
N566399,H22
N567398,H18+H22
N567399,H22
N568397,H18+H22
N568398,H18+H22
N568399,H22
N569397,H18+H22
N569398,H22
N569399,H22
N5738,H18+H22
N570387,H18+H22
N570388,H18+H22
N570389,H18+H22
N571386,H18+H22
N571387,H18+H22
N571388,H22
N571389,H22
N572387,H18+H22
N572388,H22
N572389,H22
N573387,H18+H22
N573388,H22
N573389,H22
N574387,H18+H22
N574388,H22
N574389,H22
N575387,H18+H22
N575388,H22
N575389,H22
N576387,H18+H22
N576388,H22
N576389,H22
N577387,H18+H22
N577388,H22
N577389,H22
N578387,H18+H22
N578388,H22
N578389,H22
N579387,H18+H22
N579388,H22
N579389,H22
N5739,H18+H22
N570390,H18+H22
N570391,H18+H22
N570392,H18+H22
N570393,H18+H22
N570394,H18+H22
N570397,H18+H22
N570398,H22
N570399,H22
N571390,H22
N571391,H22
N571392,H22
N571393,H22
N571394,H18+H22
N571395,H18+H22
N571396,H18+H22
N571397,H18+H22
N571398,H22
N571399,H22
N572390,H22
N572391,H22
N572392,H22
N572393,H22
N572394,H22
N572395,H22
N572396,H18+H22
N572397,H22
N572398,H22
N572399,H22
N573390,H22
N573391,H22
N573392,H22
N573393,H22
N573394,H22
N573395,H22
N573396,H22
N573397,H22
N573398,H22
N573399,H22
N574390,H22
N574391,H22
N574392,H22
N574393,H22
N574394,H22
N574395,H22
N574396,H22
N574397,H22
N574398,H22
N574399,H22
N575390,H22
N575391,H22
N575392,H22
N575393,H22
N575394,H22
N575395,H22
N575396,H22
N575397,H22
N575398,H22
N575399,H22
N576390,H22
N576391,H22
N576392,H22
N576393,H22
N576394,H22
N576395,H22
N576396,H22
N576397,H22
N576398,H22
N576399,H22
N577390,H22
N577391,H22
N577392,H22
N577393,H22
N577394,H22
N577395,H22
N577396,H22
N577397,H22
N577398,H22
N577399,H22
N578390,H22
N578391,H22
N578392,H22
N578393,H22
N578394,H22
N578395,H22
N578396,H22
N578397,H22
N578398,H22
N578399,H22
N579390,H22
N579391,H22
N579392,H22
N579393,H22
N579394,H22
N579395,H22
N579396,H22
N579397,H22
N579398,H22
N579399,H22
N53Y,H18+H22
N5837,H18+H22
N587379,H18+H22
N588379,H18+H22
N589378,H18+H22
N589379,H18+H22
N5937,H18+H22
N590378,H18+H22
N590379,H22
N591377,H18+H22
N591378,H18+H22
N591379,H22
N592376,H18+H22
N592377,H18+H22
N592378,H22
N592379,H22
N593375,H18+H22
N593376,H18+H22
N593377,H22
N593378,H22
N593379,H22
N594375,H18+H22
N594376,H22
N594377,H22
N594378,H22
N594379,H22
N595375,H18+H22
N595376,H22
N595377,H22
N595378,H22
N595379,H22
N596374,H18+H22
N596375,H18+H22
N596376,H22
N596377,H22
N596378,H22
N596379,H22
N597374,H18+H22
N597375,H22
N597376,H22
N597377,H22
N597378,H22
N597379,H22
N598373,H18+H22
N598374,H18+H22
N598375,H22
N598376,H22
N598377,H22
N598378,H22
N598379,H22
N599372,H18+H22
N599373,H18+H22
N599374,H22
N599375,H22
N599376,H22
N599377,H22
N599378,H22
N599379,H22
N53Z,H18+H22
N5838,H18+H22
N580386,H18+H22
N580387,H18+H22
N580388,H22
N580389,H22
N581385,H18+H22
N581386,H18+H22
N581387,H22
N581388,H22
N581389,H22
N582384,H18+H22
N582385,H18+H22
N582386,H22
N582387,H22
N582388,H22
N582389,H22
N583382,H18+H22
N583383,H18+H22
N583384,H18+H22
N583385,H22
N583386,H22
N583387,H22
N583388,H22
N583389,H22
N584381,H18+H22
N584382,H18+H22
N584383,H22
N584384,H22
N584385,H22
N584386,H22
N584387,H22
N584388,H22
N584389,H22
N585380,H18+H22
N585381,H18+H22
N585382,H22
N585383,H22
N585384,H22
N585385,H22
N585386,H22
N585387,H22
N585388,H22
N585389,H22
N586380,H18+H22
N586381,H22
N586382,H22
N586383,H22
N586384,H22
N586385,H22
N586386,H22
N586387,H22
N586388,H22
N586389,H22
N587380,H18+H22
N587381,H22
N587382,H22
N587383,H22
N587384,H22
N587385,H22
N587386,H22
N587387,H22
N587388,H22
N587389,H22
N588380,H22
N588381,H22
N588382,H22
N588383,H22
N588384,H22
N588385,H22
N588386,H22
N588387,H22
N588388,H22
N588389,H22
N589380,H22
N589381,H22
N589382,H22
N589383,H22
N589384,H22
N589385,H22
N589386,H22
N589387,H22
N589388,H22
N589389,H22
N5839,H22
N5938,H22
N5939,H22
N54,H18+H22+H23
N54SW,H18+H22+H23
N54SE,H18+H22+H23
N54NE,H22+H23
N54F,H18+H22+H23
N5341,H18+H22+H23
N537417,H18+H22+H23
N537418,H22+H23
N537419,H22+H23
N538416,H18+H22
N538417,H18+H22
N538418,H22
N538419,H22
N539416,H18+H22
N539417,H22
N539418,H22
N539419,H22
N54G,H22+H23
N5342,H22+H23
N535428,H22+H23
N535429,H22+H23
N536424,H22+H23
N536425,H22+H23
N536426,H22+H23
N536427,H22+H23
N536428,H22+H23
N536429,H22+H23
N537420,H22+H23
N537421,H22+H23
N537422,H22+H23
N537423,H22+H23
N537424,H22+H23
N537425,H22
N537426,H22
N537427,H22
N537428,H22
N537429,H22+H23
N538420,H22
N538421,H22
N538422,H22
N538423,H22
N538424,H22
N538425,H22
N538426,H22
N538427,H22
N538428,H22
N538429,H22+H23
N539420,H22
N539421,H22
N539422,H22
N539423,H22
N539424,H22
N539425,H22
N539426,H22
N539427,H22
N539428,H22
N539429,H22+H23
N5343,H22+H23
N535430,H22+H23
N536430,H22+H23
N54K,H18+H22
N5440,H18+H22
N547409,H18+H22
N548408,H18+H22
N548409,H18+H22
N549408,H18+H22
N549409,H22
N5441,H18+H22
N540415,H18+H22
N540416,H18+H22
N540417,H22
N540418,H22
N540419,H22
N541415,H18+H22
N541416,H22
N541417,H22
N541418,H22
N541419,H22
N542415,H18+H22
N542416,H22
N542417,H22
N542418,H22
N542419,H22
N543414,H18+H22
N543415,H18+H22
N543416,H22
N543417,H22
N543418,H22
N543419,H22
N544413,H18+H22
N544414,H18+H22
N544415,H22
N544416,H22
N544417,H22
N544418,H22
N544419,H22
N545412,H18+H22
N545413,H18+H22
N545414,H22
N545415,H22
N545416,H22
N545417,H22
N545418,H22
N545419,H22
N546410,H18+H22
N546411,H18+H22
N546412,H18+H22
N546413,H22
N546414,H22
N546415,H22
N546416,H22
N546417,H22
N546418,H22
N546419,H22
N547410,H18+H22
N547411,H22
N547412,H22
N547413,H22
N547414,H22
N547415,H22
N547416,H22
N547417,H22
N547418,H22
N547419,H22
N548410,H22
N548411,H22
N548412,H22
N548413,H22
N548414,H22
N548415,H22
N548416,H22
N548417,H22
N548418,H22
N548419,H22
N549410,H22
N549411,H22
N549412,H22
N549413,H22
N549414,H22
N549415,H22
N549416,H22
N549417,H22
N549418,H22
N549419,H22
N5540,H18+H22
N550408,H18+H22
N550409,H22
N551408,H18+H22
N551409,H22
N552408,H18+H22
N552409,H22
N553407,H18+H22
N553408,H18+H22
N553409,H22
N554407,H18+H22
N554408,H22
N554409,H22
N555406,H18+H22
N555407,H18+H22
N555408,H22
N555409,H22
N556406,H18+H22
N556407,H22
N556408,H22
N556409,H22
N557405,H18+H22
N557406,H18+H22
N557407,H22
N557408,H22
N557409,H22
N558404,H18+H22
N558405,H18+H22
N558406,H22
N558407,H22
N558408,H22
N558409,H22
N559403,H18+H22
N559404,H18+H22
N559405,H22
N559406,H22
N559407,H22
N559408,H22
N559409,H22
N5541,H22
N54L,H22+H23
N5442,H22+H23
N540420,H22
N540421,H22
N540422,H22
N540423,H22
N540424,H22
N540425,H22
N540426,H22
N540427,H22
N540428,H22
N540429,H22+H23
N541420,H22
N541421,H22
N541422,H22
N541423,H22
N541424,H22
N541425,H22
N541426,H22
N541427,H22
N541428,H22
N541429,H22+H23
N542420,H22
N542421,H22
N542422,H22
N542423,H22
N542424,H22
N542425,H22
N542426,H22
N542427,H22
N542428,H22
N542429,H22+H23
N543420,H22
N543421,H22
N543422,H22
N543423,H22
N543424,H22
N543425,H22
N543426,H22
N543427,H22
N543428,H22
N543429,H22+H23
N544420,H22
N544421,H22
N544422,H22
N544423,H22
N544424,H22
N544425,H22
N544426,H22
N544427,H22
N544428,H22
N544429,H22
N545420,H22
N545421,H22
N545422,H22
N545423,H22
N545424,H22
N545425,H22
N545426,H22
N545427,H22
N545428,H22
N545429,H22
N546420,H22
N546421,H22
N546422,H22
N546423,H22
N546424,H22
N546425,H22
N546426,H22
N546427,H22
N546428,H22
N546429,H22
N547420,H22
N547421,H22
N547422,H22
N547423,H22
N547424,H22
N547425,H22
N547426,H22
N547427,H22
N547428,H22
N547429,H22
N548420,H22
N548421,H22
N548422,H22
N548423,H22
N548424,H22
N548425,H22
N548426,H22
N548427,H22
N548428,H22
N548429,H22
N549420,H22
N549421,H22
N549422,H22
N549423,H22
N549424,H22
N549425,H22
N549426,H22
N549427,H22
N549428,H22
N549429,H22
N5443,H22+H23
N543430,H22+H23
N544430,H22+H23
N545430,H22+H23
N546430,H22+H23
N546431,H22+H23
N547430,H22
N547431,H22+H23
N548430,H22
N548431,H22+H23
N548432,H22+H23
N549430,H22
N549431,H22
N549432,H22+H23
N5542,H22
N5543,H22+H23
N550430,H22
N550431,H22
N550432,H22+H23
N551430,H22
N551431,H22
N551432,H22+H23
N551433,H22+H23
N552430,H22
N552431,H22
N552432,H22
N552433,H22+H23
N553430,H22
N553431,H22
N553432,H22
N553433,H22+H23
N553434,H22+H23
N554430,H22
N554431,H22
N554432,H22
N554433,H22
N554434,H22+H23
N555430,H22
N555431,H22
N555432,H22
N555433,H22
N555434,H22+H23
N556430,H22
N556431,H22
N556432,H22
N556433,H22
N556434,H22+H23
N557430,H22
N557431,H22
N557432,H22
N557433,H22
N557434,H22+H23
N557435,H22+H23
N558430,H22
N558431,H22
N558432,H22
N558433,H22
N558434,H22
N558435,H22+H23
N559430,H22
N559431,H22
N559432,H22
N559433,H22
