S,H0+H6+H7+H10+H11+H12+H13+H14+H18+H19+H20
S039103,H6
S039104,H6+H7
S039105,H7
S039106,H7
S039107,H7
S039108,H7
S039109,H7
S0311,H7
S01G,H7
S01H,H7
S01I,H7
S01J,H7
S01K,H6+H7
S0410,H6+H7
S040100,H6
S040101,H6
S040102,H6+H7
S040103,H6+H7
S040104,H6+H7
S040105,H7
S040106,H7
S040107,H7
S040108,H7
S040109,H7
S041100,H6+H7
S041101,H6+H7
S041102,H6+H7
S041103,H7
S041104,H7
S041105,H7
S041106,H7
S041107,H7
S041108,H7
S041109,H7
S042100,H6+H7
S042101,H7
S042102,H7
S042103,H7
S042104,H7
S042105,H7
S042106,H7
S042107,H7
S042108,H7
S042109,H7
S043100,H7
S043101,H7
S043102,H7
S043103,H7
S043104,H7
S043105,H7
S043106,H7
S043107,H7
S043108,H7
S043109,H7
S044100,H7
S044101,H7
S044102,H7
S044103,H7
S044104,H7
S044105,H7
S044106,H7
S044107,H7
S044108,H7
S044109,H7
S045100,H7
S045101,H7
S045102,H7
S045103,H7
S045104,H7
S045105,H7
S045106,H7
S045107,H7
S045108,H7
S045109,H7
S046100,H7
S046101,H7
S046102,H7
S046103,H7
S046104,H7
S046105,H7
S046106,H7
S046107,H7
S046108,H7
S046109,H7
S047100,H7
S047101,H7
S047102,H7
S047103,H7
S047104,H7
S047105,H7
S047106,H7
S047107,H7
S047108,H7
S047109,H7
S048100,H7
S048101,H7
S048102,H7
S048103,H7
S048104,H7
S048105,H7
S048106,H7
S048107,H7
S048108,H7
S048109,H7
S049100,H7
S049101,H7
S049102,H7
S049103,H7
S049104,H7
S049105,H7
S049106,H7
S049107,H7
S049108,H7
S049109,H7
S0411,H7
S0510,H7
S0511,H7
S01L,H7
S01M,H7
S01N,H7
S01P,H7
S01Q,H7
S01R,H7
S01S,H7
S01T,H7
S01U,H7
S01V,H7
S01W,H7
S01X,H7
S01Y,H7
S01Z,H7
S02,H7
S03,H7
S04,H7+H10
S04SW,H7
S04NW,H7+H10
S04SE,H7
S04NE,H7
S04A,H7
S04B,H7
S04C,H7
S04D,H7+H10
S0046,H7
S0047,H7+H10
S000470,H7
S000471,H7
S000472,H7+H10
S000473,H10
S000474,H10
S000475,H10
S000476,H10
S000477,H10
S000478,H10
S000479,H10
S001470,H7
S001471,H7
S001472,H7+H10
S001473,H7+H10
S001474,H10
S001475,H10
S001476,H10
S001477,H10
S001478,H10
S001479,H10
S002470,H7
S002471,H7
S002472,H7
S002473,H7+H10
S002474,H10
S002475,H10
S002476,H10
S002477,H10
S002478,H10
S002479,H10
S003470,H7
S003471,H7
S003472,H7
S003473,H7+H10
S003474,H7+H10
S003475,H10
S003476,H10
S003477,H10
S003478,H10
S003479,H10
S004470,H7
S004471,H7
S004472,H7
S004473,H7
S004474,H7+H10
S004475,H10
S004476,H10
S004477,H10
S004478,H10
S004479,H10
S005470,H7
S005471,H7
S005472,H7
S005473,H7
S005474,H7+H10
S005475,H7+H10
S005476,H10
S005477,H10
S005478,H10
S005479,H10
S006470,H7
S006471,H7
S006472,H7
S006473,H7
S006474,H7
S006475,H7+H10
S006476,H10
S006477,H10
S006478,H10
S006479,H10
S007470,H7
S007471,H7
S007472,H7
S007473,H7
S007474,H7
S007475,H7+H10
S007476,H7+H10
S007477,H10
S007478,H10
S007479,H10
S008470,H7
S008471,H7
S008472,H7
S008473,H7
S008474,H7
S008475,H7
S008476,H7+H10
S008477,H10
S008478,H10
S008479,H10
S009470,H7
S009471,H7
S009472,H7
S009473,H7
S009474,H7
S009475,H7
S009476,H7+H10
S009477,H7+H10
S009478,H10
S009479,H10
S0146,H7
S0147,H7+H10
S010470,H7
S010471,H7
S010472,H7
S010473,H7
S010474,H7
S010475,H7
S010476,H7
S010477,H7+H10
S010478,H10
S010479,H10
S011470,H7
S011471,H7
S011472,H7
S011473,H7
S011474,H7
S011475,H7
S011476,H7
S011477,H7+H10
S011478,H7+H10
S011479,H10
S012470,H7
S012471,H7
S012472,H7
S012473,H7
S012474,H7
S012475,H7
S012476,H7
S012477,H7
S012478,H7+H10
S012479,H10
S013470,H7
S013471,H7
S013472,H7
S013473,H7
S013474,H7
S013475,H7
S013476,H7
S013477,H7
S013478,H7+H10
S013479,H7+H10
S014470,H7
S014471,H7
S014472,H7
S014473,H7
S014474,H7
S014475,H7
S014476,H7
S014477,H7
S014478,H7
S014479,H7+H10
S015470,H7
S015471,H7
S015472,H7
S015473,H7
S015474,H7
S015475,H7
S015476,H7
S015477,H7
S015478,H7
S015479,H7+H10
S016470,H7
S016471,H7
S016472,H7
S016473,H7
S016474,H7
S016475,H7
S016476,H7
S016477,H7
S016478,H7
S016479,H7
S017470,H7
S017471,H7
S017472,H7
S017473,H7
S017474,H7
S017475,H7
S017476,H7
S017477,H7
S017478,H7
S017479,H7
S018470,H7
S018471,H7
S018472,H7
S018473,H7
S018474,H7
S018475,H7
S018476,H7
S018477,H7
S018478,H7
S018479,H7
S019470,H7
S019471,H7
S019472,H7
S019473,H7
S019474,H7
S019475,H7
S019476,H7
S019477,H7
S019478,H7
S019479,H7
S04E,H7+H10
S0048,H10
S0049,H10
S0148,H7+H10
S010480,H10
S010481,H10
S010482,H10
S010483,H10
S010484,H10
S010485,H10
S010486,H10
S010487,H10
S010488,H10
S010489,H10
S011480,H10
S011481,H10
S011482,H10
S011483,H10
S011484,H10
S011485,H10
S011486,H10
S011487,H10
S011488,H10
S011489,H10
S012480,H10
S012481,H10
S012482,H10
S012483,H10
S012484,H10
S012485,H10
S012486,H10
S012487,H10
S012488,H10
S012489,H10
S013480,H10
S013481,H10
S013482,H10
S013483,H10
S013484,H10
S013485,H10
S013486,H10
S013487,H10
S013488,H10
S013489,H10
S014480,H10
S014481,H10
S014482,H10
S014483,H10
S014484,H10
S014485,H10
S014486,H10
S014487,H10
S014488,H10
S014489,H10
S015480,H7+H10
S015481,H10
S015482,H10
S015483,H10
S015484,H10
S015485,H10
S015486,H10
S015487,H10
S015488,H10
S015489,H10
S016480,H7+H10
S016481,H10
S016482,H10
S016483,H10
S016484,H10
S016485,H10
S016486,H10
S016487,H10
S016488,H10
S016489,H10
S017480,H7+H10
S017481,H7+H10
S017482,H10
S017483,H10
S017484,H10
S017485,H10
S017486,H10
S017487,H10
S017488,H10
S017489,H10
S018480,H7
S018481,H7+H10
S018482,H10
S018483,H10
S018484,H10
S018485,H10
S018486,H10
S018487,H10
S018488,H10
S018489,H10
S019480,H7
S019481,H7+H10
S019482,H7+H10
S019483,H10
S019484,H10
S019485,H10
S019486,H10
S019487,H10
S019488,H10
S019489,H10
S0149,H10
S04F,H7
S04G,H7
S04H,H7
S04I,H7
S04J,H7+H10
S0248,H7+H10
S020480,H7
S020481,H7
S020482,H7+H10
S020483,H10
S020484,H10
S020485,H10
S020486,H10
S020487,H10
S020488,H10
S020489,H10
S021480,H7
S021481,H7
S021482,H7+H10
S021483,H7+H10
S021484,H10
S021485,H10
S021486,H10
S021487,H10
S021488,H10
S021489,H10
S022480,H7
S022481,H7
S022482,H7
S022483,H7+H10
S022484,H10
S022485,H10
S022486,H10
S022487,H10
S022488,H10
S022489,H10
S023480,H7
S023481,H7
S023482,H7
S023483,H7+H10
S023484,H7+H10
S023485,H10
S023486,H10
S023487,H10
S023488,H10
S023489,H10
S024480,H7
S024481,H7
S024482,H7
S024483,H7
S024484,H7+H10
S024485,H10
S024486,H10
S024487,H10
S024488,H10
S024489,H10
S025480,H7
S025481,H7
S025482,H7
S025483,H7
S025484,H7+H10
S025485,H7+H10
S025486,H10
S025487,H10
S025488,H10
S025489,H10
S026480,H7
S026481,H7
S026482,H7
S026483,H7
S026484,H7
S026485,H7+H10
S026486,H7+H10
S026487,H10
S026488,H10
S026489,H10
S027480,H7
S027481,H7
S027482,H7
S027483,H7
S027484,H7
S027485,H7
S027486,H7+H10
S027487,H7+H10
S027488,H10
S027489,H10
S028480,H7
S028481,H7
S028482,H7
S028483,H7
S028484,H7
S028485,H7
S028486,H7
S028487,H7+H10
S028488,H7+H10
S028489,H10
S029480,H7
S029481,H7
S029482,H7
S029483,H7
S029484,H7
S029485,H7
S029486,H7
S029487,H7
S029488,H7+H10
S029489,H10
S0249,H10
S0348,H7+H10
S030480,H7
S030481,H7
S030482,H7
S030483,H7
S030484,H7
S030485,H7
S030486,H7
S030487,H7
S030488,H7+H10
S030489,H7+H10
S031480,H7
S031481,H7
S031482,H7
S031483,H7
S031484,H7
S031485,H7
S031486,H7
S031487,H7
S031488,H7
S031489,H7+H10
S032480,H7
S032481,H7
S032482,H7
S032483,H7
S032484,H7
S032485,H7
S032486,H7
S032487,H7
S032488,H7
S032489,H7
S033480,H7
S033481,H7
S033482,H7
S033483,H7
S033484,H7
S033485,H7
S033486,H7
S033487,H7
S033488,H7
S033489,H7
S034480,H7
S034481,H7
S034482,H7
S034483,H7
S034484,H7
S034485,H7
S034486,H7
S034487,H7
S034488,H7
S034489,H7
S035480,H7
S035481,H7
S035482,H7
S035483,H7
S035484,H7
S035485,H7
S035486,H7
S035487,H7
S035488,H7
S035489,H7
S036480,H7
S036481,H7
S036482,H7
S036483,H7
S036484,H7
S036485,H7
S036486,H7
S036487,H7
S036488,H7
S036489,H7
S037480,H7
S037481,H7
S037482,H7
S037483,H7
S037484,H7
S037485,H7
S037486,H7
S037487,H7
S037488,H7
S037489,H7
S038480,H7
S038481,H7
S038482,H7
S038483,H7
S038484,H7
S038485,H7
S038486,H7
S038487,H7
S038488,H7
S038489,H7
S039480,H7
S039481,H7
S039482,H7
S039483,H7
S039484,H7
S039485,H7
S039486,H7
S039487,H7
S039488,H7
S039489,H7
S0349,H7+H10
S030490,H10
S030491,H10
S030492,H10
S030493,H10
S030494,H10
S030495,H10
S030496,H10
S030497,H10
S030498,H10
S030499,H10
S031490,H7+H10
S031491,H10
S031492,H10
S031493,H10
S031494,H10
S031495,H10
S031496,H10
S031497,H10
S031498,H10
S031499,H10
S032490,H7+H10
S032491,H7+H10
S032492,H10
S032493,H10
S032494,H10
S032495,H10
S032496,H10
S032497,H10
S032498,H10
S032499,H10
S033490,H7
S033491,H7+H10
S033492,H7+H10
S033493,H10
S033494,H10
S033495,H10
S033496,H10
S033497,H10
S033498,H10
S033499,H10
S034490,H7
S034491,H7
S034492,H7+H10
S034493,H7+H10
S034494,H10
S034495,H10
S034496,H10
S034497,H10
S034498,H10
S034499,H10
S035490,H7
S035491,H7
S035492,H7
S035493,H7+H10
S035494,H10
S035495,H10
S035496,H10
S035497,H10
S035498,H10
S035499,H10
S036490,H7
S036491,H7
S036492,H7
S036493,H7+H10
S036494,H7+H10
S036495,H10
S036496,H10
S036497,H10
S036498,H10
S036499,H10
S037490,H7
S037491,H7
S037492,H7
S037493,H7
S037494,H7+H10
S037495,H7+H10
S037496,H10
S037497,H10
S037498,H10
S037499,H10
S038490,H7
S038491,H7
S038492,H7
S038493,H7
S038494,H7
S038495,H7+H10
S038496,H7+H10
S038497,H10
S038498,H10
S038499,H10
S039490,H7
S039491,H7
S039492,H7
S039493,H7
S039494,H7
S039495,H7
S039496,H7+H10
S039497,H7+H10
S039498,H10
S039499,H10
S04K,H7
S04L,H7
S04M,H7
S04N,H7
S04P,H7+H10
S0448,H7
S0449,H7+H10
S040490,H7
S040491,H7
S040492,H7
S040493,H7
S040494,H7
S040495,H7
S040496,H7
S040497,H7+H10
S040498,H7+H10
S040499,H10
S041490,H7
S041491,H7
S041492,H7
S041493,H7
S041494,H7
S041495,H7
S041496,H7
S041497,H7
S041498,H7+H10
S041499,H7+H10
S042490,H7
S042491,H7
S042492,H7
S042493,H7
S042494,H7
S042495,H7
S042496,H7
S042497,H7
S042498,H7
S042499,H7
S043490,H7
S043491,H7
S043492,H7
S043493,H7
S043494,H7
S043495,H7
S043496,H7
S043497,H7
S043498,H7
S043499,H7
S044490,H7
S044491,H7
S044492,H7
S044493,H7
S044494,H7
S044495,H7
S044496,H7
S044497,H7
S044498,H7
S044499,H7
S045490,H7
S045491,H7
S045492,H7
S045493,H7
S045494,H7
S045495,H7
S045496,H7
S045497,H7
S045498,H7
S045499,H7
S046490,H7
S046491,H7
S046492,H7
S046493,H7
S046494,H7
S046495,H7
S046496,H7
S046497,H7
S046498,H7
S046499,H7
S047490,H7
S047491,H7
S047492,H7
S047493,H7
S047494,H7
S047495,H7
S047496,H7
S047497,H7
S047498,H7
S047499,H7
S048490,H7
S048491,H7
S048492,H7
S048493,H7
S048494,H7
S048495,H7
S048496,H7
S048497,H7
S048498,H7
S048499,H7
S049490,H7
S049491,H7
S049492,H7
S049493,H7
S049494,H7
S049495,H7
S049496,H7
S049497,H7
S049498,H7
S049499,H7
S0548,H7
S0549,H7
S04Q,H7
S04R,H7
S04S,H7
S04T,H7
S04U,H7
S04V,H7
S04W,H7
S04X,H7
S04Y,H7
S04Z,H7
S05,H7+H10
S05SW,H7+H10
S05NW,H10
S05SE,H7+H10
S05NE,H7+H10
S05A,H10
S05B,H10
S05C,H10
S05D,H10
S05E,H10
S05F,H10
S05G,H10
S05H,H10
S05I,H10
S05J,H10
S05K,H7+H10
S0450,H7+H10
S040500,H10
S040501,H10
S040502,H10
S040503,H10
S040504,H10
S040505,H10
S040506,H10
S040507,H10
S040508,H10
S040509,H10
S041500,H7+H10
S041501,H10
S041502,H10
S041503,H10
S041504,H10
S041505,H10
S041506,H10
S041507,H10
S041508,H10
S041509,H10
S042500,H7+H10
S042501,H7+H10
S042502,H10
S042503,H10
S042504,H10
S042505,H10
S042506,H10
S042507,H10
S042508,H10
S042509,H10
S043500,H7
S043501,H7+H10
S043502,H7+H10
S043503,H7+H10
S043504,H10
S043505,H10
S043506,H10
S043507,H10
S043508,H10
S043509,H10
S044500,H7
S044501,H7
S044502,H7
S044503,H7+H10
S044504,H7+H10
S044505,H10
S044506,H10
S044507,H10
S044508,H10
S044509,H10
S045500,H7
S045501,H7
S045502,H7
S045503,H7
S045504,H7+H10
S045505,H7+H10
S045506,H10
S045507,H10
S045508,H10
S045509,H10
S046500,H7
S046501,H7
S046502,H7
S046503,H7
S046504,H7
S046505,H7+H10
S046506,H7+H10
S046507,H7+H10
S046508,H10
S046509,H10
S047500,H7
S047501,H7
S047502,H7
S047503,H7
S047504,H7
S047505,H7
S047506,H7
S047507,H7+H10
S047508,H7+H10
S047509,H10
S048500,H7
S048501,H7
S048502,H7
S048503,H7
S048504,H7
S048505,H7
S048506,H7
S048507,H7
S048508,H7+H10
S048509,H7+H10
S049500,H7
S049501,H7
S049502,H7
S049503,H7
S049504,H7
S049505,H7
S049506,H7
S049507,H7
S049508,H7
S049509,H7+H10
S0451,H7+H10
S040510,H10
S040511,H10
S040512,H10
S040513,H10
S040514,H10
S040515,H10
S040516,H10
S040517,H10
S040518,H10
S040519,H10
S041510,H10
S041511,H10
S041512,H10
S041513,H10
S041514,H10
S041515,H10
S041516,H10
S041517,H10
S041518,H10
S041519,H10
S042510,H10
S042511,H10
S042512,H10
S042513,H10
S042514,H10
S042515,H10
S042516,H10
S042517,H10
S042518,H10
S042519,H10
S043510,H10
S043511,H10
S043512,H10
S043513,H10
S043514,H10
S043515,H10
S043516,H10
S043517,H10
S043518,H10
S043519,H10
S044510,H10
S044511,H10
S044512,H10
S044513,H10
S044514,H10
S044515,H10
S044516,H10
S044517,H10
S044518,H10
S044519,H10
S045510,H10
S045511,H10
S045512,H10
S045513,H10
S045514,H10
S045515,H10
S045516,H10
S045517,H10
S045518,H10
S045519,H10
S046510,H10
S046511,H10
S046512,H10
S046513,H10
S046514,H10
S046515,H10
S046516,H10
S046517,H10
S046518,H10
S046519,H10
S047510,H10
S047511,H10
S047512,H10
S047513,H10
S047514,H10
S047515,H10
S047516,H10
S047517,H10
S047518,H10
S047519,H10
S048510,H10
S048511,H10
S048512,H10
S048513,H10
S048514,H10
S048515,H10
S048516,H10
S048517,H10
S048518,H10
S048519,H10
S049510,H7+H10
S049511,H7+H10
S049512,H10
S049513,H10
S049514,H10
S049515,H10
S049516,H10
S049517,H10
S049518,H10
S049519,H10
S0550,H7
S0551,H7+H10
S050510,H7
S050511,H7+H10
S050512,H7+H10
S050513,H10
S050514,H10
S050515,H10
S050516,H10
S050517,H10
S050518,H10
S050519,H10
S051510,H7
S051511,H7
S051512,H7+H10
S051513,H7+H10
S051514,H7+H10
S051515,H10
S051516,H10
S051517,H10
S051518,H10
S051519,H10
S052510,H7
S052511,H7
S052512,H7
S052513,H7
S052514,H7+H10
S052515,H7+H10
S052516,H10
S052517,H10
S052518,H10
S052519,H10
S053510,H7
S053511,H7
S053512,H7
S053513,H7
S053514,H7
S053515,H7+H10
S053516,H7+H10
S053517,H10
S053518,H10
S053519,H10
S054510,H7
S054511,H7
S054512,H7
S054513,H7
S054514,H7
S054515,H7
S054516,H7+H10
S054517,H7+H10
S054518,H7+H10
S054519,H10
S055510,H7
S055511,H7
S055512,H7
S055513,H7
S055514,H7
S055515,H7
S055516,H7
S055517,H7
S055518,H7+H10
S055519,H7+H10
S056510,H7
S056511,H7
S056512,H7
S056513,H7
S056514,H7
S056515,H7
S056516,H7
S056517,H7
S056518,H7
S056519,H7+H10
S057510,H7
S057511,H7
S057512,H7
S057513,H7
S057514,H7
S057515,H7
S057516,H7
S057517,H7
S057518,H7
S057519,H7
S058510,H7
S058511,H7
S058512,H7
S058513,H7
S058514,H7
S058515,H7
S058516,H7
S058517,H7
S058518,H7
S058519,H7
S059510,H7
S059511,H7
S059512,H7
S059513,H7
S059514,H7
S059515,H7
S059516,H7
S059517,H7
S059518,H7
S059519,H7
S05L,H7+H10
S0452,H10
S0453,H10
S0552,H7+H10
S050520,H10
S050521,H10
S050522,H10
S050523,H10
S050524,H10
S050525,H10
S050526,H10
S050527,H10
S050528,H10
S050529,H10
S051520,H10
S051521,H10
S051522,H10
S051523,H10
S051524,H10
S051525,H10
S051526,H10
S051527,H10
S051528,H10
S051529,H10
S052520,H10
S052521,H10
S052522,H10
S052523,H10
S052524,H10
S052525,H10
S052526,H10
S052527,H10
S052528,H10
S052529,H10
S053520,H10
S053521,H10
S053522,H10
S053523,H10
S053524,H10
S053525,H10
S053526,H10
S053527,H10
S053528,H10
S053529,H10
S054520,H10
S054521,H10
S054522,H10
S054523,H10
S054524,H10
S054525,H10
S054526,H10
S054527,H10
S054528,H10
S054529,H10
S055520,H10
S055521,H10
S055522,H10
S055523,H10
S055524,H10
S055525,H10
S055526,H10
S055527,H10
S055528,H10
S055529,H10
S056520,H7+H10
S056521,H10
S056522,H10
S056523,H10
S056524,H10
S056525,H10
S056526,H10
S056527,H10
S056528,H10
S056529,H10
S057520,H7+H10
S057521,H7+H10
S057522,H7+H10
S057523,H10
S057524,H10
S057525,H10
S057526,H10
S057527,H10
S057528,H10
S057529,H10
S058520,H7
S058521,H7
S058522,H7+H10
S058523,H7+H10
S058524,H10
S058525,H10
S058526,H10
S058527,H10
S058528,H10
S058529,H10
S059520,H7
S059521,H7
S059522,H7
S059523,H7+H10
S059524,H7+H10
S059525,H7+H10
S059526,H10
S059527,H10
S059528,H10
S059529,H10
S0553,H10
S05M,H10
S05N,H10
S05P,H10
S05Q,H7
S05R,H7+H10
S0652,H7+H10
S060520,H7
S060521,H7
S060522,H7
S060523,H7
S060524,H7
S060525,H7+H10
S060526,H7+H10
S060527,H10
S060528,H10
S060529,H10
S061520,H7
S061521,H7
S061522,H7
S061523,H7
S061524,H7
S061525,H7
S061526,H7+H10
S061527,H7+H10
S061528,H10
S061529,H10
S062520,H7
S062521,H7
S062522,H7
S062523,H7
S062524,H7
S062525,H7
S062526,H7
S062527,H7+H10
S062528,H7+H10
S062529,H7+H10
S063520,H7
S063521,H7
S063522,H7
S063523,H7
S063524,H7
S063525,H7
S063526,H7
S063527,H7
S063528,H7
S063529,H7+H10
S064520,H7
S064521,H7
S064522,H7
S064523,H7
S064524,H7
S064525,H7
S064526,H7
S064527,H7
S064528,H7
S064529,H7
S065520,H7
S065521,H7
S065522,H7
S065523,H7
S065524,H7
S065525,H7
S065526,H7
S065527,H7
S065528,H7
S065529,H7
S066520,H7
S066521,H7
S066522,H7
S066523,H7
S066524,H7
S066525,H7
S066526,H7
S066527,H7
S066528,H7
S066529,H7
S067520,H7
S067521,H7
S067522,H7
S067523,H7
S067524,H7
S067525,H7
S067526,H7
S067527,H7
S067528,H7
S067529,H7
S068520,H7
S068521,H7
S068522,H7
S068523,H7
S068524,H7
S068525,H7
S068526,H7
S068527,H7
S068528,H7
S068529,H7
S069520,H7
S069521,H7
S069522,H7
S069523,H7
S069524,H7
S069525,H7
S069526,H7
S069527,H7
S069528,H7
S069529,H7
S0653,H7+H10
S060530,H10
S060531,H10
S060532,H10
S060533,H10
S060534,H10
S060535,H10
S060536,H10
S060537,H10
S060538,H10
S060539,H10
S061530,H10
S061531,H10
S061532,H10
S061533,H10
S061534,H10
S061535,H10
S061536,H10
S061537,H10
S061538,H10
S061539,H10
S062530,H10
S062531,H10
S062532,H10
S062533,H10
S062534,H10
S062535,H10
S062536,H10
S062537,H10
S062538,H10
S062539,H10
S063530,H7+H10
S063531,H10
S063532,H10
S063533,H10
S063534,H10
S063535,H10
S063536,H10
S063537,H10
S063538,H10
S063539,H10
S064530,H7+H10
S064531,H7+H10
S064532,H7+H10
S064533,H10
S064534,H10
S064535,H10
S064536,H10
S064537,H10
S064538,H10
S064539,H10
S065530,H7
S065531,H7
S065532,H7+H10
S065533,H7+H10
S065534,H10
S065535,H10
S065536,H10
S065537,H10
S065538,H10
S065539,H10
S066530,H7
S066531,H7
S066532,H7
S066533,H7+H10
S066534,H7+H10
S066535,H10
S066536,H10
S066537,H10
S066538,H10
S066539,H10
S067530,H7
S067531,H7
S067532,H7
S067533,H7
S067534,H7+H10
S067535,H7+H10
S067536,H7+H10
S067537,H10
S067538,H10
S067539,H10
S068530,H7
S068531,H7
S068532,H7
S068533,H7
S068534,H7
S068535,H7
S068536,H7+H10
S068537,H7+H10
S068538,H10
S068539,H10
S069530,H7
S069531,H7
S069532,H7
S069533,H7
S069534,H7
S069535,H7
S069536,H7
S069537,H7+H10
S069538,H7+H10
S069539,H7+H10
S0752,H7
S0753,H7+H10
S070530,H7
S070531,H7
S070532,H7
S070533,H7
S070534,H7
S070535,H7
S070536,H7
S070537,H7
S070538,H7
S070539,H7+H10
S071530,H7
S071531,H7
S071532,H7
S071533,H7
S071534,H7
S071535,H7
S071536,H7
S071537,H7
S071538,H7
S071539,H7
S072530,H7
S072531,H7
S072532,H7
S072533,H7
S072534,H7
S072535,H7
S072536,H7
S072537,H7
S072538,H7
S072539,H7
S073530,H7
S073531,H7
S073532,H7
S073533,H7
S073534,H7
S073535,H7
S073536,H7
S073537,H7
S073538,H7
S073539,H7
S074530,H7
S074531,H7
S074532,H7
S074533,H7
S074534,H7
S074535,H7
S074536,H7
S074537,H7
S074538,H7
S074539,H7
S075530,H7
S075531,H7
S075532,H7
S075533,H7
S075534,H7
S075535,H7
S075536,H7
S075537,H7
S075538,H7
S075539,H7
S076530,H7
S076531,H7
S076532,H7
S076533,H7
S076534,H7
S076535,H7
S076536,H7
S076537,H7
S076538,H7
S076539,H7
S077530,H7
S077531,H7
S077532,H7
S077533,H7
S077534,H7
S077535,H7
S077536,H7
S077537,H7
S077538,H7
S077539,H7
S078530,H7
S078531,H7
S078532,H7
S078533,H7
S078534,H7
S078535,H7
S078536,H7
S078537,H7
S078538,H7
S078539,H7
S079530,H7
S079531,H7
S079532,H7
S079533,H7
S079534,H7
S079535,H7
S079536,H7
S079537,H7
S079538,H7
S079539,H7
S05S,H7+H10
S0654,H10
S0655,H10
S0754,H7+H10
S070540,H7+H10
S070541,H10
S070542,H10
S070543,H10
S070544,H10
S070545,H10
S070546,H10
S070547,H10
S070548,H10
S070549,H10
S071540,H7+H10
S071541,H7+H10
S071542,H10
S071543,H10
S071544,H10
S071545,H10
S071546,H10
S071547,H10
S071548,H10
S071549,H10
S072540,H7
S072541,H7+H10
S072542,H7+H10
S072543,H10
S072544,H10
S072545,H10
S072546,H10
S072547,H10
S072548,H10
S072549,H10
S073540,H7
S073541,H7
S073542,H7+H10
S073543,H10
S073544,H10
S073545,H10
S073546,H10
S073547,H10
S073548,H10
S073549,H10
S074540,H7
S074541,H7
S074542,H7+H10
S074543,H7+H10
S074544,H10
S074545,H10
S074546,H10
S074547,H10
S074548,H10
S074549,H10
S075540,H7
S075541,H7
S075542,H7
S075543,H7+H10
S075544,H7+H10
S075545,H10
S075546,H10
S075547,H10
S075548,H10
S075549,H10
S076540,H7
S076541,H7
S076542,H7
S076543,H7
S076544,H7+H10
S076545,H7+H10
S076546,H10
S076547,H10
S076548,H10
S076549,H10
S077540,H7
S077541,H7
S077542,H7
S077543,H7
S077544,H7
S077545,H7+H10
S077546,H7+H10
S077547,H10
S077548,H10
S077549,H10
S078540,H7
S078541,H7
S078542,H7
S078543,H7
S078544,H7
S078545,H7
S078546,H7+H10
S078547,H10
S078548,H10
S078549,H10
S079540,H7
S079541,H7
S079542,H7
S079543,H7
S079544,H7
S079545,H7
S079546,H7+H10
S079547,H7+H10
S079548,H10
S079549,H10
S0755,H10
S05T,H10
S05U,H10
S05V,H7
S05W,H7
S05X,H7+H10
S0854,H7+H10
S080540,H7
S080541,H7
S080542,H7
S080543,H7
S080544,H7
S080545,H7
S080546,H7
S080547,H7+H10
S080548,H7+H10
S080549,H10
S081540,H7
S081541,H7
S081542,H7
S081543,H7
S081544,H7
S081545,H7
S081546,H7
S081547,H7
S081548,H7+H10
S081549,H7+H10
S082540,H7
S082541,H7
S082542,H7
S082543,H7
S082544,H7
S082545,H7
S082546,H7
S082547,H7
S082548,H7
S082549,H7+H10
S083540,H7
S083541,H7
S083542,H7
S083543,H7
S083544,H7
S083545,H7
S083546,H7
S083547,H7
S083548,H7
S083549,H7
S084540,H7
S084541,H7
S084542,H7
S084543,H7
S084544,H7
S084545,H7
S084546,H7
S084547,H7
S084548,H7
S084549,H7
S085540,H7
S085541,H7
S085542,H7
S085543,H7
S085544,H7
S085545,H7
S085546,H7
S085547,H7
S085548,H7
S085549,H7
S086540,H7
S086541,H7
S086542,H7
S086543,H7
S086544,H7
S086545,H7
S086546,H7
S086547,H7
S086548,H7
S086549,H7
S087540,H7
S087541,H7
S087542,H7
S087543,H7
S087544,H7
S087545,H7
S087546,H7
S087547,H7
S087548,H7
S087549,H7
S088540,H7
S088541,H7
S088542,H7
S088543,H7
S088544,H7
S088545,H7
S088546,H7
S088547,H7
S088548,H7
S088549,H7
S089540,H7
S089541,H7
S089542,H7
S089543,H7
S089544,H7
S089545,H7
S089546,H7
S089547,H7
S089548,H7
S089549,H7
S0855,H7+H10
S080550,H10
S080551,H10
S080552,H10
S080553,H10
S080554,H10
S080555,H10
S080556,H10
S080557,H10
S080558,H10
S080559,H10
S081550,H10
S081551,H10
S081552,H10
S081553,H10
S081554,H10
S081555,H10
S081556,H10
S081557,H10
S081558,H10
S081559,H10
S082550,H7+H10
S082551,H10
S082552,H10
S082553,H10
S082554,H10
S082555,H10
S082556,H10
S082557,H10
S082558,H10
S082559,H10
S083550,H7+H10
S083551,H7+H10
S083552,H10
S083553,H10
S083554,H10
S083555,H10
S083556,H10
S083557,H10
S083558,H10
S083559,H10
S084550,H7
S084551,H7+H10
S084552,H10
S084553,H10
S084554,H10
S084555,H10
S084556,H10
S084557,H10
S084558,H10
S084559,H10
S085550,H7
S085551,H7+H10
S085552,H7+H10
S085553,H10
S085554,H10
S085555,H10
S085556,H10
S085557,H10
S085558,H10
S085559,H10
S086550,H7
S086551,H7
S086552,H7+H10
S086553,H7+H10
S086554,H10
S086555,H10
S086556,H10
S086557,H10
S086558,H10
S086559,H10
S087550,H7
S087551,H7
S087552,H7
S087553,H7+H10
S087554,H10
S087555,H10
S087556,H10
S087557,H10
