X,H0+H5+H6+H12
X281891,H0
X281892,H0
X281893,H0
X281894,H0
X281895,H0
X281896,H0
X281897,H0
X281898,H0
X281899,H0
X282890,H0
X282891,H0
X282892,H0
X282893,H0
X282894,H0
X282895,H0
X282896,H0
X282897,H0
X282898,H0
X282899,H0
X283890,H0
X283891,H0
X283892,H0
X283893,H0
X283894,H0
X283895,H0
X283896,H0
X283897,H0
X283898,H0
X283899,H0
X284890,H0
X284891,H0
X284892,H0
X284893,H0
X284894,H0
X284895,H0
X284896,H0
X284897,H0
X284898,H0
X284899,H0
X285890,H0
X285891,H0
X285892,H0
X285893,H0
X285894,H0
X285895,H0
X285896,H0
X285897,H0
X285898,H0
X285899,H0
X286890,H0
X286891,H0
X286892,H0
X286893,H0
X286894,H0
X286895,H0
X286896,H0
X286897,H0
X286898,H0
X286899,H0
X287890,H0
X287891,H0
X287892,H0
X287893,H0
X287894,H0
X287895,H0
X287896,H0
X287897,H0
X287898,H0
X287899,H0
X288890,H0
X288891,H0
X288892,H0
X288893,H0
X288894,H0
X288895,H0
X288896,H0
X288897,H0
X288898,H0
X288899,H0
X289890,H0
X289891,H0
X289892,H0
X289893,H0
X289894,H0
X289895,H0
X289896,H0
X289897,H0
X289898,H0
X289899,H0
X2988,H0+H6
X290880,H6
X290881,H6
X290882,H6
X290883,H6
X290884,H6
X290885,H6
X290886,H6
X290887,H0+H6
X290888,H0+H6
X290889,H0
X291880,H6
X291881,H6
X291882,H6
X291883,H6
X291884,H6
X291885,H6
X291886,H6
X291887,H0+H6
X291888,H0+H6
X291889,H0
X292880,H6
X292881,H6
X292882,H6
X292883,H6
X292884,H6
X292885,H6
X292886,H6
X292887,H6
X292888,H0+H6
X292889,H0
X293880,H6
X293881,H6
X293882,H6
X293883,H6
X293884,H6
X293885,H6
X293886,H6
X293887,H6
X293888,H0+H6
X293889,H0
X294880,H6
X294881,H6
X294882,H6
X294883,H6
X294884,H6
X294885,H6
X294886,H6
X294887,H6
X294888,H0+H6
X294889,H0
X295880,H6
X295881,H6
X295882,H6
X295883,H6
X295884,H6
X295885,H6
X295886,H6
X295887,H6
X295888,H0+H6
X295889,H0
X296880,H6
X296881,H6
X296882,H6
X296883,H6
X296884,H6
X296885,H6
X296886,H6
X296887,H0+H6
X296888,H0+H6
X296889,H0
X297880,H6
X297881,H6
X297882,H6
X297883,H6
X297884,H6
X297885,H6
X297886,H6
X297887,H0+H6
X297888,H0
X297889,H0
X298880,H6
X298881,H6
X298882,H6
X298883,H6
X298884,H6
X298885,H6
X298886,H6
X298887,H0+H6
X298888,H0+H6
X298889,H0
X299880,H6
X299881,H6
X299882,H6
X299883,H6
X299884,H6
X299885,H6
X299886,H6
X299887,H6
X299888,H0+H6
X299889,H0
X2989,H0
X29,H0+H6
X29SW,H0+H6
X29NW,H6
X29SE,H0+H6
X29NE,H0+H6
X29A,H6
X29B,H6
X29C,H6
X29D,H6
X29E,H6
X29F,H6
X29G,H6
X29H,H6
X29I,H6
X29J,H6
X29K,H0+H6
X2490,H0+H6
X240900,H6
X240901,H6
X240902,H0+H6
X240903,H0+H6
X240904,H0+H6
X240905,H6
X240906,H6
X240907,H6
X240908,H6
X240909,H6
X241900,H6
X241901,H6
X241902,H0+H6
X241903,H0+H6
X241904,H6
X241905,H6
X241906,H6
X241907,H6
X241908,H6
X241909,H6
X242900,H6
X242901,H6
X242902,H0+H6
X242903,H6
X242904,H6
X242905,H6
X242906,H6
X242907,H6
X242908,H6
X242909,H6
X243900,H0+H6
X243901,H6
X243902,H0+H6
X243903,H6
X243904,H6
X243905,H6
X243906,H6
X243907,H6
X243908,H6
X243909,H6
X244900,H0+H6
X244901,H0+H6
X244902,H0+H6
X244903,H6
X244904,H6
X244905,H6
X244906,H6
X244907,H6
X244908,H6
X244909,H6
X245900,H0
X245901,H0+H6
X245902,H0+H6
X245903,H6
X245904,H6
X245905,H6
X245906,H6
X245907,H6
X245908,H6
X245909,H6
X246900,H0
X246901,H0+H6
X246902,H0+H6
X246903,H6
X246904,H6
X246905,H6
X246906,H6
X246907,H6
X246908,H6
X246909,H6
X247900,H0
X247901,H0+H6
X247902,H6
X247903,H6
X247904,H6
X247905,H6
X247906,H6
X247907,H6
X247908,H6
X247909,H6
X248900,H0
X248901,H0+H6
X248902,H6
X248903,H6
X248904,H6
X248905,H6
X248906,H6
X248907,H6
X248908,H6
X248909,H6
X249900,H0
X249901,H0+H6
X249902,H0+H6
X249903,H0+H6
X249904,H0+H6
X249905,H6
X249906,H6
X249907,H6
X249908,H6
X249909,H6
X2491,H6
X2590,H0+H6
X250900,H0
X250901,H0
X250902,H0
X250903,H0
X250904,H0+H6
X250905,H0+H6
X250906,H6
X250907,H6
X250908,H6
X250909,H6
X251900,H0
X251901,H0
X251902,H0
X251903,H0
X251904,H0
X251905,H0+H6
X251906,H6
X251907,H6
X251908,H6
X251909,H0+H6
X252900,H0+H6
X252901,H0+H6
X252902,H0+H6
X252903,H0
X252904,H0
X252905,H0+H6
X252906,H6
X252907,H6
X252908,H0+H6
X252909,H0+H6
X253900,H6
X253901,H0+H6
X253902,H0
X253903,H0
X253904,H0+H6
X253905,H0+H6
X253906,H6
X253907,H0+H6
X253908,H0+H6
X253909,H0
X254900,H0+H6
X254901,H0+H6
X254902,H0
X254903,H0
X254904,H0+H6
X254905,H6
X254906,H0+H6
X254907,H0+H6
X254908,H0
X254909,H0
X255900,H0+H6
X255901,H0
X255902,H0
X255903,H0
X255904,H0+H6
X255905,H0+H6
X255906,H0+H6
X255907,H0
X255908,H0
X255909,H0
X256900,H0+H6
X256901,H0
X256902,H0
X256903,H0
X256904,H0
X256905,H0
X256906,H0
X256907,H0
X256908,H0
X256909,H0
X257900,H0+H6
X257901,H0
X257902,H0
X257903,H0
X257904,H0
X257905,H0
X257906,H0
X257907,H0
X257908,H0
X257909,H0
X258900,H0+H6
X258901,H0+H6
X258902,H0
X258903,H0
X258904,H0
X258905,H0
X258906,H0
X258907,H0
X258908,H0
X258909,H0
X259900,H6
X259901,H0+H6
X259902,H0+H6
X259903,H0
X259904,H0
X259905,H0
X259906,H0
X259907,H0
X259908,H0
X259909,H0
X2591,H0+H6
X250910,H6
X250911,H6
X250912,H6
X250913,H6
X250914,H6
X250915,H6
X250916,H6
X250917,H6
X250918,H6
X250919,H0+H6
X251910,H0+H6
X251911,H6
X251912,H6
X251913,H0+H6
X251914,H0+H6
X251915,H0+H6
X251916,H0+H6
X251917,H6
X251918,H0+H6
X251919,H0+H6
X252910,H0+H6
X252911,H0+H6
X252912,H0+H6
X252913,H0+H6
X252914,H0
X252915,H0+H6
X252916,H0+H6
X252917,H0+H6
X252918,H0+H6
X252919,H0
X253910,H0
X253911,H0
X253912,H0
X253913,H0+H6
X253914,H0
X253915,H0+H6
X253916,H0+H6
X253917,H0+H6
X253918,H0
X253919,H0
X254910,H0
X254911,H0
X254912,H0
X254913,H0
X254914,H0
X254915,H0+H6
X254916,H0+H6
X254917,H0
X254918,H0
X254919,H0
X255910,H0
X255911,H0
X255912,H0
X255913,H0
X255914,H0
X255915,H0
X255916,H0
X255917,H0
X255918,H0
X255919,H0
X256910,H0
X256911,H0
X256912,H0
X256913,H0
X256914,H0
X256915,H0
X256916,H0
X256917,H0
X256918,H0
X256919,H0
X257910,H0
X257911,H0
X257912,H0
X257913,H0
X257914,H0
X257915,H0
X257916,H0
X257917,H0
X257918,H0
X257919,H0
X258910,H0
X258911,H0
X258912,H0
X258913,H0
X258914,H0
X258915,H0
X258916,H0
X258917,H0
X258918,H0
X258919,H0
X259910,H0
X259911,H0
X259912,H0
X259913,H0
X259914,H0
X259915,H0
X259916,H0
X259917,H0
X259918,H0
X259919,H0
X29L,H0+H6
X2492,H6
X2493,H6
X2592,H0+H6
X250920,H0+H6
X250921,H0+H6
X250922,H0+H6
X250923,H6
X250924,H6
X250925,H6
X250926,H6
X250927,H6
X250928,H6
X250929,H6
X251920,H0
X251921,H0
X251922,H0+H6
X251923,H0+H6
X251924,H0+H6
X251925,H6
X251926,H6
X251927,H6
X251928,H6
X251929,H6
X252920,H0
X252921,H0
X252922,H0
X252923,H0
X252924,H0+H6
X252925,H0+H6
X252926,H6
X252927,H6
X252928,H6
X252929,H6
X253920,H0
X253921,H0
X253922,H0
X253923,H0
X253924,H0+H6
X253925,H0+H6
X253926,H6
X253927,H6
X253928,H6
X253929,H6
X254920,H0
X254921,H0
X254922,H0
X254923,H0+H6
X254924,H0+H6
X254925,H6
X254926,H6
X254927,H6
X254928,H6
X254929,H6
X255920,H0
X255921,H0
X255922,H0+H6
X255923,H0+H6
X255924,H6
X255925,H6
X255926,H6
X255927,H6
X255928,H6
X255929,H6
X256920,H0
X256921,H0+H6
X256922,H0+H6
X256923,H6
X256924,H6
X256925,H6
X256926,H6
X256927,H6
X256928,H6
X256929,H6
X257920,H0+H6
X257921,H0+H6
X257922,H6
X257923,H6
X257924,H6
X257925,H6
X257926,H6
X257927,H6
X257928,H6
X257929,H6
X258920,H0+H6
X258921,H6
X258922,H6
X258923,H6
X258924,H6
X258925,H6
X258926,H6
X258927,H6
X258928,H6
X258929,H6
X259920,H0+H6
X259921,H6
X259922,H0+H6
X259923,H0+H6
X259924,H6
X259925,H6
X259926,H6
X259927,H6
X259928,H6
X259929,H6
X2593,H0+H6
X250930,H6
X250931,H6
X250932,H6
X250933,H6
X250934,H6
X250935,H6
X250936,H6
X250937,H6
X250938,H6
X250939,H6
X251930,H6
X251931,H6
X251932,H6
X251933,H6
X251934,H6
X251935,H6
X251936,H6
X251937,H6
X251938,H6
X251939,H6
X252930,H6
X252931,H6
X252932,H6
X252933,H6
X252934,H6
X252935,H6
X252936,H6
X252937,H6
X252938,H6
X252939,H6
X253930,H6
X253931,H6
X253932,H6
X253933,H6
X253934,H6
X253935,H6
X253936,H6
X253937,H6
X253938,H6
X253939,H6
X254930,H6
X254931,H6
X254932,H6
X254933,H6
X254934,H6
X254935,H6
X254936,H6
X254937,H6
X254938,H6
X254939,H6
X255930,H6
X255931,H6
X255932,H6
X255933,H6
X255934,H6
X255935,H6
X255936,H6
X255937,H6
X255938,H6
X255939,H6
X256930,H6
X256931,H6
X256932,H6
X256933,H6
X256934,H6
X256935,H6
X256936,H6
X256937,H6
X256938,H6
X256939,H6
X257930,H6
X257931,H6
X257932,H6
X257933,H6
X257934,H6
X257935,H6
X257936,H6
X257937,H6
X257938,H6
X257939,H6
X258930,H6
X258931,H6
X258932,H6
X258933,H6
X258934,H6
X258935,H6
X258936,H6
X258937,H6
X258938,H6
X258939,H0+H6
X259930,H6
X259931,H6
X259932,H6
X259933,H6
X259934,H0+H6
X259935,H0+H6
X259936,H0+H6
X259937,H0+H6
X259938,H0+H6
X259939,H0+H6
X29M,H0+H6
X2494,H0+H6
X240940,H6
X240941,H6
X240942,H6
X240943,H6
X240944,H6
X240945,H6
X240946,H6
X240947,H6
X240948,H6
X240949,H6
X241940,H6
X241941,H6
X241942,H6
X241943,H6
X241944,H6
X241945,H6
X241946,H6
X241947,H6
X241948,H6
X241949,H6
X242940,H6
X242941,H6
X242942,H6
X242943,H6
X242944,H6
X242945,H6
X242946,H6
X242947,H6
X242948,H6
X242949,H6
X243940,H6
X243941,H6
X243942,H6
X243943,H6
X243944,H6
X243945,H6
X243946,H6
X243947,H6
X243948,H6
X243949,H6
X244940,H6
X244941,H6
X244942,H6
X244943,H6
X244944,H6
X244945,H6
X244946,H6
X244947,H6
X244948,H6
X244949,H6
X245940,H6
X245941,H6
X245942,H6
X245943,H6
X245944,H6
X245945,H6
X245946,H6
X245947,H6
X245948,H6
X245949,H6
X246940,H6
X246941,H6
X246942,H6
X246943,H6
X246944,H6
X246945,H6
X246946,H0+H6
X246947,H6
X246948,H6
X246949,H6
X247940,H6
X247941,H6
X247942,H6
X247943,H6
X247944,H6
X247945,H0+H6
X247946,H0+H6
X247947,H0+H6
X247948,H6
X247949,H6
X248940,H6
X248941,H6
X248942,H6
X248943,H6
X248944,H0+H6
X248945,H0+H6
X248946,H0+H6
X248947,H0+H6
X248948,H6
X248949,H6
X249940,H6
X249941,H6
X249942,H6
X249943,H6
X249944,H0+H6
X249945,H0
X249946,H0
X249947,H0+H6
X249948,H6
X249949,H6
X2495,H6
X2594,H0+H6
X250940,H6
X250941,H6
X250942,H6
X250943,H6
X250944,H0+H6
X250945,H0+H6
X250946,H0
X250947,H0+H6
X250948,H6
X250949,H6
X251940,H6
X251941,H6
X251942,H6
X251943,H0+H6
X251944,H0+H6
X251945,H0+H6
X251946,H0
X251947,H0+H6
X251948,H6
X251949,H6
X252940,H6
X252941,H6
X252942,H6
X252943,H0+H6
X252944,H0
X252945,H0
X252946,H0
X252947,H0+H6
X252948,H6
X252949,H6
X253940,H6
X253941,H6
X253942,H6
X253943,H0+H6
X253944,H0
X253945,H0
X253946,H0+H6
X253947,H0+H6
X253948,H6
X253949,H6
X254940,H6
X254941,H6
X254942,H6
X254943,H0+H6
X254944,H0
X254945,H0
X254946,H0+H6
X254947,H0+H6
X254948,H6
X254949,H6
X255940,H6
X255941,H6
X255942,H6
X255943,H0+H6
X255944,H0+H6
X255945,H0
X255946,H0
X255947,H0+H6
X255948,H6
X255949,H6
X256940,H6
X256941,H6
X256942,H6
X256943,H6
X256944,H0+H6
X256945,H0
X256946,H0+H6
X256947,H0+H6
X256948,H6
X256949,H6
X257940,H6
X257941,H6
X257942,H6
X257943,H6
X257944,H0+H6
X257945,H0
X257946,H0+H6
X257947,H0+H6
X257948,H6
X257949,H6
X258940,H0+H6
X258941,H0+H6
X258942,H0+H6
X258943,H0+H6
X258944,H0+H6
X258945,H0+H6
X258946,H0+H6
X258947,H6
X258948,H6
X258949,H6
X259940,H0
X259941,H0+H6
X259942,H0+H6
X259943,H0
X259944,H0
X259945,H0+H6
X259946,H6
X259947,H6
X259948,H6
X259949,H6
X2595,H6
X29N,H6
X29P,H6
X29Q,H0+H6
X2690,H0+H6
X260900,H6
X260901,H6
X260902,H0+H6
X260903,H0+H6
X260904,H0
X260905,H0
X260906,H0
X260907,H0
X260908,H0
X260909,H0
X261900,H0+H6
X261901,H0+H6
X261902,H0+H6
X261903,H0
X261904,H0
X261905,H0
X261906,H0
X261907,H0
X261908,H0
X261909,H0
X262900,H0+H6
X262901,H0+H6
X262902,H0
X262903,H0
X262904,H0
X262905,H0
X262906,H0
X262907,H0
X262908,H0
X262909,H0
X263900,H6
X263901,H0+H6
X263902,H0
X263903,H0
X263904,H0
X263905,H0
X263906,H0
X263907,H0
X263908,H0
X263909,H0
X264900,H6
X264901,H0+H6
X264902,H0
X264903,H0
X264904,H0
X264905,H0
X264906,H0
X264907,H0
X264908,H0
X264909,H0
X265900,H6
X265901,H0+H6
X265902,H0
X265903,H0
X265904,H0
X265905,H0
X265906,H0
X265907,H0
X265908,H0
X265909,H0
X266900,H6
X266901,H0+H6
X266902,H0+H6
X266903,H0
X266904,H0
X266905,H0
X266906,H0
X266907,H0
X266908,H0
X266909,H0
X267900,H6
X267901,H0+H6
X267902,H0+H6
X267903,H0
X267904,H0
X267905,H0
X267906,H0
X267907,H0
X267908,H0
X267909,H0
X268900,H6
X268901,H6
X268902,H0+H6
X268903,H0+H6
X268904,H0
X268905,H0
X268906,H0
X268907,H0
X268908,H0
X268909,H0
X269900,H6
X269901,H6
X269902,H0+H6
X269903,H0+H6
X269904,H0
X269905,H0
X269906,H0
X269907,H0
X269908,H0
X269909,H0+H6
X2691,H0+H6
X260910,H0
X260911,H0
X260912,H0
X260913,H0
X260914,H0
X260915,H0
X260916,H0
X260917,H0
X260918,H0
X260919,H0
X261910,H0
X261911,H0
X261912,H0
X261913,H0
X261914,H0
X261915,H0
X261916,H0
X261917,H0
X261918,H0
X261919,H0
X262910,H0
X262911,H0
X262912,H0
X262913,H0
X262914,H0
X262915,H0
X262916,H0
X262917,H0
X262918,H0
X262919,H0
X263910,H0
X263911,H0
X263912,H0
X263913,H0
X263914,H0
X263915,H0
X263916,H0
X263917,H0
X263918,H0
X263919,H0
X264910,H0
X264911,H0
X264912,H0
X264913,H0
X264914,H0
X264915,H0
X264916,H0
X264917,H0
X264918,H0
X264919,H0
X265910,H0
X265911,H0
X265912,H0
X265913,H0
X265914,H0
X265915,H0
X265916,H0
X265917,H0
X265918,H0
X265919,H0
X266910,H0
X266911,H0
X266912,H0
X266913,H0
X266914,H0
X266915,H0
X266916,H0
X266917,H0
X266918,H0
X266919,H0
X267910,H0
X267911,H0
X267912,H0+H6
X267913,H0
X267914,H0
X267915,H0+H6
X267916,H0+H6
X267917,H0+H6
X267918,H0+H6
X267919,H0+H6
X268910,H0
X268911,H0+H6
X268912,H0+H6
X268913,H0+H6
X268914,H0+H6
X268915,H0+H6
X268916,H6
X268917,H6
X268918,H6
X268919,H6
X269910,H0+H6
X269911,H0+H6
X269912,H6
X269913,H6
X269914,H0+H6
X269915,H0+H6
X269916,H0+H6
X269917,H0+H6
X269918,H0+H6
X269919,H0+H6
X2790,H0+H6
X270900,H6
X270901,H0+H6
X270902,H0+H6
X270903,H0+H6
X270904,H0+H6
X270905,H0+H6
X270906,H0+H6
X270907,H0+H6
X270908,H0+H6
X270909,H0+H6
X271900,H6
X271901,H0+H6
X271902,H0+H6
X271903,H0+H6
X271904,H0+H6
X271905,H0+H6
X271906,H0+H6
X271907,H0+H6
X271908,H0
X271909,H0
X272900,H0+H6
X272901,H0+H6
X272902,H0+H6
X272903,H0
X272904,H0
X272905,H0
X272906,H0
X272907,H0
X272908,H0
X272909,H0
X273900,H0
X273901,H0
X273902,H0
X273903,H0
X273904,H0
X273905,H0
X273906,H0
X273907,H0
X273908,H0
X273909,H0
X274900,H0
X274901,H0
X274902,H0
X274903,H0
X274904,H0
X274905,H0
X274906,H0
X274907,H0
X274908,H0
X274909,H0
X275900,H0
X275901,H0
X275902,H0
X275903,H0
X275904,H0
X275905,H0
X275906,H0
X275907,H0
X275908,H0
X275909,H0
X276900,H0
X276901,H0
X276902,H0
X276903,H0
X276904,H0
X276905,H0
X276906,H0
X276907,H0
X276908,H0
X276909,H0
X277900,H0
X277901,H0
X277902,H0
X277903,H0
X277904,H0
X277905,H0
X277906,H0
X277907,H0
X277908,H0
X277909,H0
X278900,H0
X278901,H0
X278902,H0
X278903,H0
X278904,H0
X278905,H0
X278906,H0
X278907,H0
X278908,H0
X278909,H0
X279900,H0
X279901,H0
X279902,H0
X279903,H0
X279904,H0
X279905,H0
X279906,H0
X279907,H0
X279908,H0
X279909,H0
X2791,H0+H6
X270910,H0+H6
X270911,H0+H6
X270912,H0+H6
X270913,H0+H6
X270914,H0+H6
X270915,H0
X270916,H0
X270917,H0
X270918,H0
X270919,H0
X271910,H0
X271911,H0
X271912,H0
X271913,H0
X271914,H0
X271915,H0
X271916,H0
X271917,H0
X271918,H0
X271919,H0
X272910,H0
X272911,H0
X272912,H0
X272913,H0
X272914,H0
X272915,H0
X272916,H0
X272917,H0
X272918,H0
X272919,H0
X273910,H0
X273911,H0
X273912,H0
X273913,H0
X273914,H0
X273915,H0
X273916,H0
X273917,H0
X273918,H0
X273919,H0
X274910,H0
X274911,H0
X274912,H0
X274913,H0
X274914,H0
X274915,H0
X274916,H0
X274917,H0
X274918,H0
X274919,H0
X275910,H0
X275911,H0
X275912,H0
X275913,H0
X275914,H0
X275915,H0
X275916,H0
X275917,H0
X275918,H0
X275919,H0
X276910,H0
X276911,H0
X276912,H0
X276913,H0
X276914,H0
X276915,H0
X276916,H0
X276917,H0
X276918,H0
X276919,H0
X277910,H0
X277911,H0
X277912,H0
X277913,H0
X277914,H0
X277915,H0
X277916,H0
X277917,H0
X277918,H0
X277919,H0
X278910,H0
X278911,H0
X278912,H0
X278913,H0
X278914,H0
X278915,H0
X278916,H0
X278917,H0
X278918,H0
X278919,H0
X279910,H0
X279911,H0
X279912,H0
X279913,H0
X279914,H0
X279915,H0
X279916,H0
X279917,H0
X279918,H0
X279919,H0
X29R,H0+H6
X2692,H0+H6
X260920,H0+H6
X260921,H0+H6
X260922,H0+H6
X260923,H0+H6
X260924,H0+H6
X260925,H0+H6
X260926,H0+H6
X260927,H0+H6
X260928,H6
X260929,H6
X261920,H0
X261921,H0
X261922,H0
X261923,H0
X261924,H0+H6
X261925,H0+H6
X261926,H0
X261927,H0+H6
X261928,H6
X261929,H6
X262920,H0
X262921,H0
X262922,H0
X262923,H0
X262924,H0
X262925,H0
X262926,H0
X262927,H0+H6
X262928,H6
X262929,H6
X263920,H0
X263921,H0
X263922,H0
X263923,H0
X263924,H0
X263925,H0
X263926,H0
X263927,H0+H6
X263928,H0+H6
X263929,H0+H6
X264920,H0
X264921,H0
X264922,H0
X264923,H0
X264924,H0
X264925,H0
X264926,H0
X264927,H0
X264928,H0+H6
X264929,H0+H6
X265920,H0
X265921,H0
X265922,H0
X265923,H0
X265924,H0
X265925,H0
X265926,H0
X265927,H0
X265928,H0+H6
X265929,H0+H6
X266920,H0+H6
X266921,H0+H6
X266922,H0+H6
X266923,H0
X266924,H0
X266925,H0+H6
X266926,H0+H6
X266927,H0
X266928,H0+H6
X266929,H6
X267920,H0+H6
X267921,H6
X267922,H0+H6
X267923,H0+H6
X267924,H0+H6
X267925,H0+H6
X267926,H0+H6
X267927,H0
X267928,H0+H6
X267929,H0+H6
X268920,H6
X268921,H0+H6
X268922,H0+H6
X268923,H0+H6
X268924,H0+H6
X268925,H0+H6
X268926,H0
X268927,H0
X268928,H0
X268929,H0+H6
X269920,H0+H6
X269921,H0+H6
X269922,H0
X269923,H0
X269924,H0
X269925,H0
X269926,H0
X269927,H0
X269928,H0
X269929,H0+H6
X2693,H0+H6
X260930,H6
X260931,H6
X260932,H0+H6
X260933,H0+H6
X260934,H0+H6
X260935,H0+H6
X260936,H0
X260937,H0
X260938,H0
X260939,H0
X261930,H6
X261931,H0+H6
X261932,H0+H6
X261933,H0+H6
X261934,H0+H6
X261935,H0+H6
X261936,H0+H6
X261937,H0+H6
X261938,H0+H6
X261939,H0
X262930,H0+H6
X262931,H0+H6
X262932,H0
X262933,H0+H6
X262934,H6
X262935,H6
X262936,H6
X262937,H6
X262938,H0+H6
X262939,H0+H6
X263930,H0+H6
X263931,H0
X263932,H0
X263933,H0+H6
X263934,H6
X263935,H6
X263936,H6
X263937,H6
X263938,H6
X263939,H6
X264930,H0+H6
X264931,H0+H6
X264932,H0+H6
X264933,H0+H6
X264934,H6
X264935,H6
X264936,H6
X264937,H6
X264938,H6
X264939,H6
X265930,H0+H6
X265931,H0+H6
X265932,H6
X265933,H6
X265934,H6
X265935,H6
X265936,H6
X265937,H6
X265938,H6
X265939,H6
X266930,H6
X266931,H6
X266932,H6
X266933,H6
X266934,H6
X266935,H6
X266936,H6
X266937,H6
X266938,H6
X266939,H6
X267930,H6
X267931,H6
X267932,H6
X267933,H6
X267934,H6
X267935,H6
X267936,H6
X267937,H6
X267938,H6
X267939,H6
X268930,H6
X268931,H6
X268932,H6
X268933,H6
X268934,H6
X268935,H6
X268936,H6
X268937,H6
X268938,H6
X268939,H6
X269930,H0+H6
X269931,H6
X269932,H6
X269933,H6
X269934,H6
X269935,H6
X269936,H6
X269937,H6
X269938,H6
X269939,H6
X2792,H0
X2793,H0+H6
X270930,H0+H6
X270931,H0+H6
X270932,H6
X270933,H6
X270934,H6
X270935,H6
X270936,H6
X270937,H6
X270938,H6
X270939,H6
X271930,H0
X271931,H0+H6
X271932,H6
X271933,H6
X271934,H6
X271935,H6
X271936,H6
X271937,H6
X271938,H6
X271939,H6
X272930,H0
X272931,H0+H6
X272932,H0+H6
X272933,H6
X272934,H6
X272935,H6
X272936,H6
X272937,H6
X272938,H6
X272939,H6
X273930,H0
X273931,H0
X273932,H0+H6
X273933,H6
X273934,H6
X273935,H6
X273936,H6
X273937,H6
X273938,H6
X273939,H6
X274930,H0
X274931,H0
X274932,H0+H6
X274933,H6
X274934,H6
X274935,H6
X274936,H6
X274937,H6
X274938,H6
X274939,H6
X275930,H0
X275931,H0
X275932,H0+H6
X275933,H0+H6
X275934,H6
X275935,H6
X275936,H6
X275937,H6
X275938,H6
X275939,H6
X276930,H0
X276931,H0
X276932,H0
X276933,H0+H6
X276934,H6
X276935,H6
X276936,H6
X276937,H6
X276938,H6
X276939,H6
X277930,H0
X277931,H0
X277932,H0
X277933,H0+H6
X277934,H0+H6
X277935,H0+H6
X277936,H0+H6
X277937,H0+H6
X277938,H6
X277939,H6
X278930,H0
X278931,H0
X278932,H0
X278933,H0
X278934,H0
X278935,H0
X278936,H0
X278937,H0+H6
X278938,H0+H6
X278939,H0+H6
X279930,H0
X279931,H0
X279932,H0
X279933,H0
X279934,H0
X279935,H0
X279936,H0
X279937,H0
X279938,H0+H6
X279939,H0+H6
X29S,H0+H6
X2694,H0+H6
X260940,H0
X260941,H0
X260942,H0
X260943,H0
X260944,H0+H6
X260945,H0+H6
X260946,H6
X260947,H6
X260948,H6
X260949,H6
X261940,H0
X261941,H0+H6
X261942,H0+H6
X261943,H0+H6
X261944,H0+H6
X261945,H6
X261946,H6
X261947,H6
X261948,H6
X261949,H6
X262940,H0+H6
X262941,H0+H6
X262942,H6
X262943,H0+H6
X262944,H0+H6
X262945,H6
X262946,H6
X262947,H6
X262948,H6
X262949,H6
X263940,H6
X263941,H6
X263942,H6
X263943,H6
X263944,H6
X263945,H6
X263946,H6
X263947,H6
X263948,H6
X263949,H6
X264940,H6
X264941,H6
X264942,H6
X264943,H6
X264944,H6
X264945,H6
X264946,H6
X264947,H6
X264948,H6
X264949,H6
X265940,H6
X265941,H6
X265942,H6
X265943,H6
X265944,H6
X265945,H6
X265946,H6
X265947,H6
X265948,H6
X265949,H6
X266940,H6
X266941,H6
X266942,H6
X266943,H6
X266944,H6
X266945,H6
X266946,H6
X266947,H6
X266948,H6
X266949,H6
X267940,H6
X267941,H6
X267942,H6
X267943,H6
X267944,H6
X267945,H6
X267946,H6
X267947,H6
X267948,H6
X267949,H6
X268940,H6
X268941,H6
X268942,H6
X268943,H6
X268944,H6
X268945,H6
X268946,H6
X268947,H6
X268948,H6
X268949,H6
X269940,H6
X269941,H6
X269942,H6
X269943,H6
X269944,H6
X269945,H6
X269946,H6
X269947,H6
X269948,H6
X269949,H6
X2695,H6
X2794,H0+H6
X270940,H6
X270941,H6
X270942,H6
X270943,H6
X270944,H6
X270945,H6
X270946,H6
X270947,H6
X270948,H6
X270949,H6
X271940,H6
X271941,H6
X271942,H6
X271943,H6
X271944,H6
X271945,H6
X271946,H6
X271947,H6
X271948,H6
X271949,H6
X272940,H6
X272941,H6
X272942,H6
X272943,H6
X272944,H6
X272945,H6
X272946,H6
X272947,H6
X272948,H6
X272949,H6
X273940,H6
X273941,H6
X273942,H6
X273943,H6
X273944,H6
X273945,H6
X273946,H6
X273947,H6
X273948,H6
X273949,H6
X274940,H6
X274941,H6
X274942,H6
X274943,H6
X274944,H6
X274945,H6
X274946,H6
X274947,H6
X274948,H6
X274949,H6
X275940,H6
X275941,H6
X275942,H6
X275943,H6
X275944,H6
X275945,H6
X275946,H6
X275947,H6
X275948,H6
X275949,H6
X276940,H6
X276941,H6
X276942,H6
X276943,H6
X276944,H6
X276945,H6
X276946,H6
X276947,H6
X276948,H6
X276949,H6
X277940,H6
X277941,H6
X277942,H6
X277943,H6
X277944,H6
X277945,H6
X277946,H6
X277947,H6
X277948,H0+H6
X277949,H0+H6
X278940,H6
X278941,H6
X278942,H6
X278943,H6
X278944,H6
X278945,H6
X278946,H6
X278947,H0+H6
X278948,H0+H6
X278949,H0+H6
X279940,H0+H6
X279941,H6
X279942,H6
X279943,H6
X279944,H6
X279945,H0+H6
X279946,H0+H6
X279947,H0+H6
X279948,H0+H6
X279949,H0+H6
X2795,H0+H6
X270950,H6
X270951,H6
X270952,H6
X270953,H6
X270954,H6
