X,H0+H5+H6+H12
X058720,H0+H5
X058721,H0+H5
X058722,H0
X058723,H0
X058724,H0
X058725,H0+H5
X058726,H0+H5
X058727,H0+H5
X058728,H0+H5
X058729,H0+H5
X059720,H5
X059721,H0+H5
X059722,H0+H5
X059723,H0
X059724,H0
X059725,H0
X059726,H0+H5
X059727,H0+H5
X059728,H0
X059729,H0
X0573,H0+H5
X050730,H5
X050731,H5
X050732,H5
X050733,H5
X050734,H5
X050735,H5
X050736,H5
X050737,H5
X050738,H5
X050739,H5
X051730,H5
X051731,H5
X051732,H5
X051733,H5
X051734,H5
X051735,H5
X051736,H5
X051737,H5
X051738,H5
X051739,H5
X052730,H5
X052731,H5
X052732,H5
X052733,H5
X052734,H5
X052735,H5
X052736,H5
X052737,H5
X052738,H5
X052739,H5
X053730,H5
X053731,H5
X053732,H5
X053733,H5
X053734,H5
X053735,H5
X053736,H5
X053737,H5
X053738,H5
X053739,H5
X054730,H5
X054731,H5
X054732,H5
X054733,H5
X054734,H5
X054735,H5
X054736,H5
X054737,H5
X054738,H5
X054739,H5
X055730,H5
X055731,H5
X055732,H5
X055733,H5
X055734,H5
X055735,H5
X055736,H5
X055737,H5
X055738,H5
X055739,H5
X056730,H5
X056731,H5
X056732,H5
X056733,H5
X056734,H5
X056735,H5
X056736,H5
X056737,H5
X056738,H5
X056739,H5
X057730,H5
X057731,H5
X057732,H5
X057733,H5
X057734,H5
X057735,H5
X057736,H5
X057737,H5
X057738,H5
X057739,H5
X058730,H0+H5
X058731,H5
X058732,H5
X058733,H5
X058734,H5
X058735,H5
X058736,H5
X058737,H5
X058738,H5
X058739,H5
X059730,H0+H5
X059731,H0+H5
X059732,H5
X059733,H5
X059734,H5
X059735,H5
X059736,H5
X059737,H5
X059738,H5
X059739,H5
X07M,H5
X07N,H5
X07P,H5
X07Q,H0+H5
X0670,H5
X0671,H0+H5
X060710,H5
X060711,H5
X060712,H5
X060713,H5
X060714,H5
X060715,H5
X060716,H5
X060717,H5
X060718,H5
X060719,H5
X061710,H5
X061711,H5
X061712,H5
X061713,H5
X061714,H5
X061715,H5
X061716,H5
X061717,H5
X061718,H5
X061719,H5
X062710,H5
X062711,H5
X062712,H5
X062713,H5
X062714,H5
X062715,H5
X062716,H5
X062717,H5
X062718,H5
X062719,H5
X063710,H5
X063711,H5
X063712,H5
X063713,H5
X063714,H5
X063715,H5
X063716,H5
X063717,H5
X063718,H5
X063719,H0+H5
X064710,H5
X064711,H5
X064712,H5
X064713,H5
X064714,H5
X064715,H0+H5
X064716,H0+H5
X064717,H0+H5
X064718,H0+H5
X064719,H0+H5
X065710,H5
X065711,H5
X065712,H5
X065713,H0+H5
X065714,H0+H5
X065715,H0+H5
X065716,H0
X065717,H0
X065718,H0
X065719,H0
X066710,H5
X066711,H5
X066712,H0+H5
X066713,H0+H5
X066714,H0
X066715,H0
X066716,H0
X066717,H0
X066718,H0
X066719,H0
X067710,H5
X067711,H5
X067712,H0+H5
X067713,H0
X067714,H0
X067715,H0
X067716,H0
X067717,H0
X067718,H0
X067719,H0
X068710,H5
X068711,H5
X068712,H0+H5
X068713,H0
X068714,H0
X068715,H0
X068716,H0
X068717,H0
X068718,H0
X068719,H0
X069710,H5
X069711,H5
X069712,H0+H5
X069713,H0
X069714,H0
X069715,H0
X069716,H0
X069717,H0
X069718,H0
X069719,H0
X0770,H5
X0771,H0+H5
X070710,H5
X070711,H5
X070712,H0+H5
X070713,H0
X070714,H0
X070715,H0
X070716,H0
X070717,H0
X070718,H0
X070719,H0
X071710,H5
X071711,H5
X071712,H0+H5
X071713,H0
X071714,H0
X071715,H0
X071716,H0
X071717,H0
X071718,H0
X071719,H0
X072710,H5
X072711,H5
X072712,H0+H5
X072713,H0+H5
X072714,H0
X072715,H0
X072716,H0
X072717,H0
X072718,H0
X072719,H0
X073710,H5
X073711,H5
X073712,H5
X073713,H0+H5
X073714,H0
X073715,H0
X073716,H0
X073717,H0
X073718,H0
X073719,H0
X074710,H5
X074711,H5
X074712,H5
X074713,H0+H5
X074714,H0
X074715,H0
X074716,H0
X074717,H0
X074718,H0
X074719,H0
X075710,H5
X075711,H5
X075712,H5
X075713,H0+H5
X075714,H0
X075715,H0
X075716,H0
X075717,H0
X075718,H0
X075719,H0
X076710,H5
X076711,H5
X076712,H5
X076713,H0+H5
X076714,H0
X076715,H0
X076716,H0
X076717,H0
X076718,H0
X076719,H0
X077710,H5
X077711,H5
X077712,H5
X077713,H0+H5
X077714,H0
X077715,H0
X077716,H0
X077717,H0
X077718,H0
X077719,H0
X078710,H0+H5
X078711,H0+H5
X078712,H0+H5
X078713,H0+H5
X078714,H0
X078715,H0
X078716,H0
X078717,H0
X078718,H0
X078719,H0
X079710,H0+H5
X079711,H0
X079712,H0
X079713,H0
X079714,H0
X079715,H0
X079716,H0
X079717,H0
X079718,H0
X079719,H0
X07R,H0+H5
X0672,H0+H5
X060720,H5
X060721,H0+H5
X060722,H0+H5
X060723,H0
X060724,H0
X060725,H0
X060726,H0
X060727,H0
X060728,H0+H5
X060729,H0+H5
X061720,H5
X061721,H0+H5
X061722,H0
X061723,H0
X061724,H0
X061725,H0
X061726,H0
X061727,H0
X061728,H0+H5
X061729,H0+H5
X062720,H5
X062721,H0+H5
X062722,H0
X062723,H0
X062724,H0
X062725,H0
X062726,H0
X062727,H0
X062728,H0+H5
X062729,H0
X063720,H5
X063721,H0+H5
X063722,H0+H5
X063723,H0+H5
X063724,H0+H5
X063725,H0+H5
X063726,H0
X063727,H0
X063728,H0
X063729,H0
X064720,H0+H5
X064721,H0+H5
X064722,H0+H5
X064723,H0+H5
X064724,H0+H5
X064725,H0+H5
X064726,H0+H5
X064727,H0+H5
X064728,H0+H5
X064729,H0+H5
X065720,H0
X065721,H0
X065722,H0
X065723,H0
X065724,H0
X065725,H0+H5
X065726,H0+H5
X065727,H0+H5
X065728,H5
X065729,H5
X066720,H0
X066721,H0
X066722,H0
X066723,H0
X066724,H0
X066725,H0
X066726,H0
X066727,H0+H5
X066728,H0+H5
X066729,H0+H5
X067720,H0
X067721,H0
X067722,H0
X067723,H0
X067724,H0
X067725,H0
X067726,H0
X067727,H0
X067728,H0
X067729,H0+H5
X068720,H0
X068721,H0
X068722,H0
X068723,H0
X068724,H0
X068725,H0
X068726,H0+H5
X068727,H0+H5
X068728,H0+H5
X068729,H0+H5
X069720,H0
X069721,H0
X069722,H0
X069723,H0
X069724,H0
X069725,H0
X069726,H0+H5
X069727,H0+H5
X069728,H5
X069729,H5
X0673,H0+H5
X060730,H0
X060731,H0+H5
X060732,H5
X060733,H5
X060734,H5
X060735,H5
X060736,H5
X060737,H5
X060738,H5
X060739,H5
X061730,H0
X061731,H0+H5
X061732,H0+H5
X061733,H5
X061734,H5
X061735,H0+H5
X061736,H0+H5
X061737,H5
X061738,H5
X061739,H5
X062730,H0
X062731,H0
X062732,H0+H5
X062733,H0+H5
X062734,H0+H5
X062735,H0+H5
X062736,H0+H5
X062737,H0+H5
X062738,H0+H5
X062739,H5
X063730,H0
X063731,H0
X063732,H0
X063733,H0+H5
X063734,H0+H5
X063735,H0
X063736,H0
X063737,H0
X063738,H0+H5
X063739,H0+H5
X064730,H0+H5
X064731,H0
X064732,H0
X064733,H0
X064734,H0
X064735,H0+H5
X064736,H0+H5
X064737,H0
X064738,H0
X064739,H0
X065730,H0+H5
X065731,H0+H5
X065732,H0
X065733,H0+H5
X065734,H0+H5
X065735,H0+H5
X065736,H0+H5
X065737,H0+H5
X065738,H0+H5
X065739,H0+H5
X066730,H0+H5
X066731,H0+H5
X066732,H0
X066733,H0+H5
X066734,H5
X066735,H5
X066736,H5
X066737,H5
X066738,H5
X066739,H5
X067730,H0+H5
X067731,H0+H5
X067732,H0+H5
X067733,H0+H5
X067734,H5
X067735,H5
X067736,H5
X067737,H5
X067738,H5
X067739,H5
X068730,H0+H5
X068731,H0
X068732,H0+H5
X068733,H5
X068734,H5
X068735,H5
X068736,H5
X068737,H5
X068738,H5
X068739,H5
X069730,H0+H5
X069731,H0+H5
X069732,H0+H5
X069733,H5
X069734,H5
X069735,H5
X069736,H5
X069737,H5
X069738,H5
X069739,H5
X0772,H0+H5
X070720,H0
X070721,H0
X070722,H0
X070723,H0
X070724,H0
X070725,H0
X070726,H0
X070727,H0+H5
X070728,H0+H5
X070729,H0+H5
X071720,H0
X071721,H0
X071722,H0
X071723,H0
X071724,H0
X071725,H0
X071726,H0
X071727,H0
X071728,H0+H5
X071729,H0+H5
X072720,H0
X072721,H0
X072722,H0
X072723,H0
X072724,H0
X072725,H0
X072726,H0
X072727,H0
X072728,H0+H5
X072729,H0+H5
X073720,H0
X073721,H0
X073722,H0
X073723,H0
X073724,H0
X073725,H0
X073726,H0
X073727,H0
X073728,H0
X073729,H0+H5
X074720,H0
X074721,H0
X074722,H0
X074723,H0
X074724,H0
X074725,H0
X074726,H0
X074727,H0
X074728,H0
X074729,H0+H5
X075720,H0
X075721,H0
X075722,H0
X075723,H0
X075724,H0
X075725,H0
X075726,H0
X075727,H0
X075728,H0
X075729,H0
X076720,H0
X076721,H0
X076722,H0
X076723,H0
X076724,H0
X076725,H0
X076726,H0
X076727,H0
X076728,H0
X076729,H0
X077720,H0
X077721,H0
X077722,H0
X077723,H0
X077724,H0
X077725,H0
X077726,H0
X077727,H0
X077728,H0
X077729,H0
X078720,H0
X078721,H0
X078722,H0
X078723,H0
X078724,H0
X078725,H0
X078726,H0
X078727,H0
X078728,H0
X078729,H0
X079720,H0
X079721,H0
X079722,H0
X079723,H0
X079724,H0
X079725,H0
X079726,H0
X079727,H0
X079728,H0
X079729,H0
X0773,H0+H5
X070730,H0+H5
X070731,H0
X070732,H0+H5
X070733,H5
X070734,H5
X070735,H5
X070736,H5
X070737,H5
X070738,H5
X070739,H5
X071730,H0
X071731,H0
X071732,H0+H5
X071733,H5
X071734,H5
X071735,H5
X071736,H5
X071737,H5
X071738,H5
X071739,H5
X072730,H0+H5
X072731,H0+H5
X072732,H0+H5
X072733,H5
X072734,H5
X072735,H5
X072736,H5
X072737,H5
X072738,H5
X072739,H5
X073730,H5
X073731,H5
X073732,H5
X073733,H5
X073734,H5
X073735,H5
X073736,H5
X073737,H5
X073738,H5
X073739,H5
X074730,H0+H5
X074731,H5
X074732,H5
X074733,H5
X074734,H5
X074735,H5
X074736,H5
X074737,H5
X074738,H5
X074739,H5
X075730,H0+H5
X075731,H0+H5
X075732,H5
X075733,H5
X075734,H5
X075735,H5
X075736,H5
X075737,H5
X075738,H5
X075739,H5
X076730,H0
X076731,H0+H5
X076732,H5
X076733,H5
X076734,H5
X076735,H5
X076736,H5
X076737,H5
X076738,H5
X076739,H5
X077730,H0
X077731,H0+H5
X077732,H5
X077733,H5
X077734,H5
X077735,H5
X077736,H5
X077737,H5
X077738,H5
X077739,H5
X078730,H0
X078731,H0+H5
X078732,H0+H5
X078733,H5
X078734,H5
X078735,H5
X078736,H5
X078737,H5
X078738,H5
X078739,H5
X079730,H0
X079731,H0
X079732,H0+H5
X079733,H5
X079734,H5
X079735,H5
X079736,H5
X079737,H5
X079738,H5
X079739,H5
X07S,H0+H5
X0674,H0+H5
X060740,H5
X060741,H5
X060742,H5
X060743,H5
X060744,H5
X060745,H5
X060746,H5
X060747,H5
X060748,H5
X060749,H5
X061740,H5
X061741,H5
X061742,H5
X061743,H5
X061744,H5
X061745,H5
X061746,H5
X061747,H5
X061748,H5
X061749,H5
X062740,H5
X062741,H5
X062742,H5
X062743,H5
X062744,H5
X062745,H5
X062746,H5
X062747,H5
X062748,H5
X062749,H5
X063740,H0+H5
X063741,H5
X063742,H5
X063743,H5
X063744,H5
X063745,H5
X063746,H5
X063747,H5
X063748,H5
X063749,H5
X064740,H0+H5
X064741,H0+H5
X064742,H5
X064743,H5
X064744,H5
X064745,H5
X064746,H5
X064747,H5
X064748,H5
X064749,H5
X065740,H0+H5
X065741,H0+H5
X065742,H5
X065743,H5
X065744,H5
X065745,H5
X065746,H5
X065747,H5
X065748,H5
X065749,H5
X066740,H5
X066741,H5
X066742,H5
X066743,H5
X066744,H5
X066745,H5
X066746,H5
X066747,H5
X066748,H5
X066749,H5
X067740,H5
X067741,H5
X067742,H5
X067743,H5
X067744,H5
X067745,H5
X067746,H5
X067747,H5
X067748,H5
X067749,H5
X068740,H5
X068741,H5
X068742,H5
X068743,H5
X068744,H5
X068745,H5
X068746,H5
X068747,H5
X068748,H5
X068749,H5
X069740,H5
X069741,H5
X069742,H5
X069743,H5
X069744,H5
X069745,H5
X069746,H5
X069747,H5
X069748,H5
X069749,H5
X0675,H5
X0774,H5
X0775,H5
X07T,H5
X07U,H5
X07V,H0+H5
X0870,H0+H5
X080700,H5
X080701,H5
X080702,H5
X080703,H5
X080704,H5
X080705,H5
X080706,H5
X080707,H5
X080708,H5
X080709,H0+H5
X081700,H5
X081701,H5
X081702,H5
X081703,H5
X081704,H5
X081705,H5
X081706,H5
X081707,H5
X081708,H5
X081709,H0+H5
X082700,H5
X082701,H5
X082702,H5
X082703,H5
X082704,H5
X082705,H5
X082706,H5
X082707,H5
X082708,H0+H5
X082709,H0+H5
X083700,H5
X083701,H5
X083702,H5
X083703,H5
X083704,H5
X083705,H5
X083706,H5
X083707,H0+H5
X083708,H0+H5
X083709,H0
X084700,H5
X084701,H5
X084702,H5
X084703,H5
X084704,H5
X084705,H5
X084706,H5
X084707,H0+H5
X084708,H0
X084709,H0
X085700,H5
X085701,H5
X085702,H5
X085703,H5
X085704,H5
X085705,H5
X085706,H0+H5
X085707,H0+H5
X085708,H0
X085709,H0
X086700,H5
X086701,H5
X086702,H5
X086703,H5
X086704,H5
X086705,H5
X086706,H0+H5
X086707,H0
X086708,H0
X086709,H0
X087700,H5
X087701,H5
X087702,H5
X087703,H5
X087704,H5
X087705,H5
X087706,H0+H5
X087707,H0
X087708,H0
X087709,H0
X088700,H5
X088701,H5
X088702,H5
X088703,H5
X088704,H5
X088705,H0+H5
X088706,H0+H5
X088707,H0
X088708,H0
X088709,H0
X089700,H5
X089701,H5
X089702,H5
X089703,H5
X089704,H0+H5
X089705,H0+H5
X089706,H0
X089707,H0
X089708,H0
X089709,H0
X0871,H0+H5
X080710,H0+H5
X080711,H0
X080712,H0
X080713,H0
X080714,H0
X080715,H0
X080716,H0
X080717,H0
X080718,H0
X080719,H0
X081710,H0
X081711,H0
X081712,H0
X081713,H0
X081714,H0
X081715,H0
X081716,H0
X081717,H0
X081718,H0
X081719,H0
X082710,H0
X082711,H0
X082712,H0
X082713,H0
X082714,H0
X082715,H0
X082716,H0
X082717,H0
X082718,H0
X082719,H0
X083710,H0
X083711,H0
X083712,H0
X083713,H0
X083714,H0
X083715,H0
X083716,H0
X083717,H0
X083718,H0
X083719,H0
X084710,H0
X084711,H0
X084712,H0
X084713,H0
X084714,H0
X084715,H0
X084716,H0
X084717,H0
X084718,H0
X084719,H0
X085710,H0
X085711,H0
X085712,H0
X085713,H0
X085714,H0
X085715,H0
X085716,H0
X085717,H0
X085718,H0
X085719,H0
X086710,H0
X086711,H0
X086712,H0
X086713,H0
X086714,H0
X086715,H0
X086716,H0
X086717,H0
X086718,H0
X086719,H0
X087710,H0
X087711,H0
X087712,H0
X087713,H0
X087714,H0
X087715,H0
X087716,H0
X087717,H0
X087718,H0
X087719,H0
X088710,H0
X088711,H0
X088712,H0
X088713,H0
X088714,H0
X088715,H0
X088716,H0
X088717,H0
X088718,H0
X088719,H0
X089710,H0
X089711,H0
X089712,H0
X089713,H0
X089714,H0
X089715,H0
X089716,H0
X089717,H0
X089718,H0
X089719,H0
X0970,H0+H5
X090700,H5
X090701,H5
X090702,H5
X090703,H0+H5
X090704,H0+H5
X090705,H0
X090706,H0
X090707,H0
X090708,H0
X090709,H0
X091700,H5
X091701,H5
X091702,H0+H5
X091703,H0+H5
X091704,H0
X091705,H0
X091706,H0
X091707,H0
X091708,H0
X091709,H0
X092700,H5
X092701,H0+H5
X092702,H0+H5
X092703,H0
X092704,H0
X092705,H0
X092706,H0
X092707,H0
X092708,H0
X092709,H0
X093700,H0+H5
X093701,H0+H5
X093702,H0
X093703,H0
X093704,H0
X093705,H0
X093706,H0
X093707,H0
X093708,H0
X093709,H0
X094700,H0
X094701,H0
X094702,H0
X094703,H0
X094704,H0
X094705,H0
X094706,H0
X094707,H0
X094708,H0
X094709,H0
X095700,H0
X095701,H0
X095702,H0
X095703,H0
X095704,H0
X095705,H0
X095706,H0
X095707,H0
X095708,H0
X095709,H0
X096700,H0
X096701,H0
X096702,H0
X096703,H0
X096704,H0
X096705,H0
X096706,H0
X096707,H0
X096708,H0
X096709,H0
X097700,H0
X097701,H0
X097702,H0
X097703,H0
X097704,H0
X097705,H0
X097706,H0
X097707,H0
X097708,H0
X097709,H0
X098700,H0
X098701,H0
X098702,H0
X098703,H0
X098704,H0
X098705,H0
X098706,H0
X098707,H0
X098708,H0
X098709,H0
X099700,H0
X099701,H0
X099702,H0
X099703,H0
X099704,H0
X099705,H0
X099706,H0
X099707,H0
X099708,H0
X099709,H0
X0971,H0
X07W,H0+H5
X0872,H0
X0873,H0+H5
X080730,H0
X080731,H0
X080732,H0+H5
X080733,H0+H5
X080734,H0+H5
X080735,H5
X080736,H5
X080737,H5
X080738,H5
X080739,H5
X081730,H0
X081731,H0
X081732,H0
X081733,H0
X081734,H0+H5
X081735,H0+H5
X081736,H5
X081737,H5
X081738,H5
X081739,H5
X082730,H0
X082731,H0
X082732,H0
X082733,H0
X082734,H0
X082735,H0+H5
X082736,H0+H5
X082737,H5
X082738,H5
X082739,H5
X083730,H0
X083731,H0
X083732,H0
X083733,H0
X083734,H0
X083735,H0
X083736,H0+H5
X083737,H0+H5
X083738,H5
X083739,H5
X084730,H0
X084731,H0
X084732,H0
X084733,H0
X084734,H0
X084735,H0
X084736,H0
X084737,H0+H5
X084738,H0+H5
X084739,H0+H5
X085730,H0
X085731,H0
X085732,H0
X085733,H0
X085734,H0
X085735,H0
X085736,H0
X085737,H0
X085738,H0
X085739,H0+H5
X086730,H0
X086731,H0
X086732,H0
X086733,H0
X086734,H0
X086735,H0
X086736,H0
X086737,H0
X086738,H0
X086739,H0
X087730,H0
X087731,H0
X087732,H0
X087733,H0
X087734,H0
X087735,H0
X087736,H0
X087737,H0
X087738,H0
X087739,H0
X088730,H0
X088731,H0
X088732,H0
X088733,H0
X088734,H0
X088735,H0
X088736,H0
X088737,H0
X088738,H0
X088739,H0
X089730,H0
X089731,H0
X089732,H0
X089733,H0
X089734,H0
X089735,H0
X089736,H0
X089737,H0
X089738,H0
X089739,H0
X0972,H0
X0973,H0
X07X,H0+H5
X0874,H0+H5
X080740,H5
X080741,H5
X080742,H5
X080743,H5
X080744,H5
X080745,H5
X080746,H5
X080747,H5
X080748,H5
X080749,H5
X081740,H5
X081741,H5
X081742,H5
X081743,H5
X081744,H5
X081745,H5
X081746,H5
X081747,H5
X081748,H5
X081749,H5
X082740,H5
X082741,H5
X082742,H5
X082743,H5
X082744,H5
X082745,H5
X082746,H5
X082747,H5
X082748,H5
X082749,H5
X083740,H5
X083741,H5
X083742,H5
X083743,H5
X083744,H5
X083745,H5
X083746,H5
X083747,H5
X083748,H5
X083749,H5
X084740,H5
X084741,H5
X084742,H5
X084743,H5
X084744,H5
X084745,H5
X084746,H5
X084747,H5
X084748,H5
X084749,H5
X085740,H0+H5
X085741,H5
X085742,H5
X085743,H5
X085744,H5
X085745,H5
X085746,H5
X085747,H5
X085748,H5
X085749,H5
X086740,H0+H5
X086741,H0+H5
X086742,H0+H5
X086743,H5
X086744,H5
X086745,H5
X086746,H5
X086747,H5
X086748,H5
X086749,H5
X087740,H0
X087741,H0
X087742,H0+H5
X087743,H0+H5
X087744,H0+H5
X087745,H5
X087746,H5
X087747,H5
X087748,H5
X087749,H5
X088740,H0
X088741,H0
X088742,H0
X088743,H0
X088744,H0+H5
X088745,H0+H5
X088746,H0+H5
X088747,H0+H5
X088748,H5
X088749,H5
X089740,H0
X089741,H0
X089742,H0
X089743,H0
X089744,H0
X089745,H0
X089746,H0
X089747,H0+H5
X089748,H0+H5
X089749,H0+H5
X0875,H5
X0974,H0+H5
X090740,H0
X090741,H0
X090742,H0
X090743,H0
X090744,H0
X090745,H0
X090746,H0
X090747,H0
X090748,H0
X090749,H0+H5
X091740,H0
X091741,H0
X091742,H0
X091743,H0
X091744,H0
X091745,H0
X091746,H0
X091747,H0
X091748,H0
X091749,H0
X092740,H0
X092741,H0
X092742,H0
X092743,H0
X092744,H0
X092745,H0
X092746,H0
X092747,H0
X092748,H0
X092749,H0
X093740,H0
X093741,H0
X093742,H0
X093743,H0
X093744,H0
X093745,H0
X093746,H0
X093747,H0
X093748,H0
X093749,H0
X094740,H0
X094741,H0
X094742,H0
X094743,H0
X094744,H0
X094745,H0
X094746,H0
X094747,H0
X094748,H0
X094749,H0
X095740,H0
X095741,H0
X095742,H0
X095743,H0
X095744,H0
X095745,H0
X095746,H0
X095747,H0
X095748,H0
X095749,H0
X096740,H0
X096741,H0
X096742,H0
X096743,H0
X096744,H0
X096745,H0
X096746,H0
X096747,H0
X096748,H0
X096749,H0
X097740,H0
X097741,H0
X097742,H0
X097743,H0
X097744,H0
X097745,H0
X097746,H0
X097747,H0
X097748,H0
X097749,H0
X098740,H0
X098741,H0
X098742,H0
X098743,H0
X098744,H0
X098745,H0
X098746,H0
X098747,H0
X098748,H0
X098749,H0
X099740,H0
X099741,H0
X099742,H0
X099743,H0
X099744,H0
X099745,H0
X099746,H0
X099747,H0
X099748,H0
X099749,H0
X0975,H0+H5
X090750,H0+H5
X090751,H5
X090752,H5
X090753,H5
X090754,H5
X090755,H5
X090756,H5
X090757,H5
X090758,H5
X090759,H5
X091750,H0+H5
X091751,H0+H5
X091752,H0+H5
X091753,H5
X091754,H5
X091755,H5
X091756,H5
X091757,H5
X091758,H5
X091759,H5
X092750,H0
X092751,H0
X092752,H0+H5
X092753,H0+H5
X092754,H5
X092755,H5
X092756,H5
X092757,H5
X092758,H5
X092759,H5
X093750,H0
X093751,H0
X093752,H0
X093753,H0+H5
X093754,H0+H5
X093755,H5
X093756,H5
X093757,H5
X093758,H5
X093759,H5
X094750,H0
X094751,H0
X094752,H0
X094753,H0
X094754,H0+H5
X094755,H0+H5
X094756,H5
X094757,H5
X094758,H5
X094759,H5
X095750,H0
X095751,H0
X095752,H0
X095753,H0
X095754,H0
X095755,H0+H5
X095756,H0+H5
X095757,H5
X095758,H5
X095759,H5
X096750,H0
X096751,H0
X096752,H0
X096753,H0
X096754,H0
X096755,H0
X096756,H0+H5
X096757,H5
X096758,H5
X096759,H5
X097750,H0
X097751,H0
X097752,H0
X097753,H0
X097754,H0
X097755,H0
X097756,H0+H5
X097757,H0+H5
X097758,H5
X097759,H5
X098750,H0
X098751,H0
X098752,H0
X098753,H0
X098754,H0
X098755,H0
X098756,H0
X098757,H0+H5
X098758,H0+H5
X098759,H5
X099750,H0
X099751,H0
X099752,H0
X099753,H0
X099754,H0
X099755,H0
X099756,H0
X099757,H0
X099758,H0+H5
X099759,H0+H5
X07Y,H5
X07Z,H0+H5
X0878,H5
X0879,H0+H5
X080790,H5
X080791,H5
X080792,H5
X080793,H5
X080794,H5
X080795,H5
X080796,H5
X080797,H5
X080798,H5
X080799,H5
X081790,H5
X081791,H5
X081792,H5
X081793,H5
X081794,H5
X081795,H5
X081796,H5
X081797,H5
X081798,H5
X081799,H0+H5
X082790,H5
X082791,H5
X082792,H5
X082793,H5
X082794,H5
X082795,H5
X082796,H5
X082797,H5
X082798,H5
X082799,H0+H5
X083790,H5
X083791,H5
X083792,H5
X083793,H5
X083794,H5
X083795,H5
X083796,H5
X083797,H5
X083798,H0+H5
X083799,H0+H5
X084790,H5
X084791,H5
X084792,H5
X084793,H5
X084794,H5
X084795,H5
X084796,H5
X084797,H5
X084798,H0+H5
X084799,H0
X085790,H5
X085791,H5
X085792,H5
X085793,H5
X085794,H5
X085795,H5
X085796,H5
X085797,H5
X085798,H0+H5
X085799,H0
X086790,H5
X086791,H5
X086792,H5
X086793,H5
X086794,H5
X086795,H5
X086796,H5
X086797,H5
X086798,H0+H5
X086799,H0+H5
X087790,H5
X087791,H5
X087792,H5
X087793,H5
X087794,H5
X087795,H5
X087796,H5
X087797,H5
X087798,H5
X087799,H0+H5
X088790,H5
X088791,H5
X088792,H5
X088793,H5
X088794,H5
X088795,H5
X088796,H5
X088797,H5
X088798,H5
X088799,H5
X089790,H5
X089791,H5
X089792,H5
X089793,H5
X089794,H5
X089795,H5
X089796,H5
X089797,H5
X089798,H5
X089799,H5
X0978,H5
X0979,H0+H5
X090790,H5
X090791,H5
X090792,H5
X090793,H5
X090794,H5
X090795,H5
X090796,H5
X090797,H5
X090798,H5
X090799,H5
X091790,H5
X091791,H5
X091792,H5
X091793,H5
X091794,H5
X091795,H5
X091796,H5
X091797,H5
X091798,H5
X091799,H5
X092790,H5
X092791,H5
X092792,H5
X092793,H5
X092794,H5
X092795,H5
X092796,H5
X092797,H5
X092798,H5
X092799,H5
X093790,H5
X093791,H5
X093792,H5
X093793,H5
X093794,H5
X093795,H5
X093796,H5
X093797,H5
X093798,H5
X093799,H5
X094790,H5
X094791,H5
X094792,H5
X094793,H5
X094794,H5
X094795,H5
X094796,H5
X094797,H5
X094798,H5
X094799,H5
X095790,H5
X095791,H5
X095792,H5
X095793,H5
X095794,H5
X095795,H5
X095796,H5
X095797,H5
X095798,H5
X095799,H0+H5
X096790,H5
X096791,H5
X096792,H5
X096793,H5
X096794,H5
X096795,H5
X096796,H5
X096797,H5
X096798,H5
X096799,H0+H5
X097790,H5
X097791,H5
X097792,H5
X097793,H5
X097794,H5
X097795,H5
X097796,H5
X097797,H5
X097798,H5
X097799,H0+H5
X098790,H5
X098791,H5
X098792,H5
X098793,H5
X098794,H5
X098795,H5
X098796,H5
X098797,H5
X098798,H5
X098799,H5
X099790,H5
X099791,H5
X099792,H5
X099793,H5
X099794,H5
X099795,H5
X099796,H5
X099797,H5
X099798,H5
X099799,H5
X08,H0+H5+H6
X08SW,H5+H6
X08NW,H5+H6
X08SE,H0+H5+H6
X08NE,H6
X08A,H5
X08B,H5
X08C,H5
X08D,H5+H6
X0086,H5+H6
X000860,H5
X000861,H5
X000862,H5
X000863,H5
X000864,H5
X000865,H5
X000866,H5
X000867,H5
X000868,H5
X000869,H5
X001860,H5
X001861,H5
X001862,H5
X001863,H5
X001864,H5
X001865,H5
X001866,H5
X001867,H5
X001868,H5
X001869,H5
X002860,H5
X002861,H5
X002862,H5
X002863,H5
X002864,H5
X002865,H5
X002866,H5
X002867,H5
X002868,H5
X002869,H5
X003860,H5
X003861,H5
X003862,H5
X003863,H5
X003864,H5
X003865,H5
X003866,H5
X003867,H5
X003868,H5
X003869,H5
X004860,H5
X004861,H5
X004862,H5
X004863,H5
X004864,H5
X004865,H5
X004866,H5
X004867,H5
X004868,H5
X004869,H5
X005860,H5
X005861,H5
X005862,H5
X005863,H5
X005864,H5
X005865,H5
X005866,H5
X005867,H5
X005868,H5
X005869,H5
X006860,H5
X006861,H5
X006862,H5
X006863,H5
X006864,H5
X006865,H5
X006866,H5
X006867,H5
X006868,H5
X006869,H5
X007860,H5
X007861,H5
X007862,H5
X007863,H5
X007864,H5
X007865,H5
X007866,H5
X007867,H5
X007868,H5
X007869,H5
X008860,H5
X008861,H5
X008862,H5
X008863,H5
X008864,H5
X008865,H5
X008866,H5
X008867,H5
X008868,H5
X008869,H5+H6
X009860,H5
X009861,H5
X009862,H5
X009863,H5
X009864,H5
X009865,H5
X009866,H5
X009867,H5
X009868,H5+H6
X009869,H5+H6
X0087,H5+H6
X000870,H5
X000871,H5
X000872,H5
X000873,H5
X000874,H5
X000875,H5
X000876,H5
X000877,H5
X000878,H5
